	unclustered	mmseqs_cluster	foldseek_cluster
3452	A0A1G5H2X4	A0A327YRK3	A0A1K1XJB1
3453	A0A4P7PQH7	A0A327YRK3	A0A1K1XJB1
3454	A0A4R6QCR8	A0A327YRK3	A0A1K1XJB1
3455	A0A1M5KR24	A0A327YRK3	A0A1K1XJB1
3456	A0A370EPE2	A0A327YRK3	A0A1K1XJB1
3457	A0A495MPD8	A0A327YRK3	A0A1K1XJB1
3458	A0A3L9ZW57	A0A327YRK3	A0A1K1XJB1
3459	A0A1G7VLG8	A0A327YRK3	A0A1K1XJB1
3460	A0A1H9D5C3	A0A327YRK3	A0A1K1XJB1
3461	A0A1I4RCI3	A0A327YRK3	A0A1K1XJB1
3462	A0A1M5EJQ5	A0A327YRK3	A0A1K1XJB1
3463	A0A8J9XIC4	A0A327YRK3	A0A1K1XJB1
3464	A0A562L153	A0A327YRK3	A0A1K1XJB1
3465	A0A1M5FZR9	A0A327YRK3	A0A1K1XJB1
3466	A0A1M5G0G6	A0A327YRK3	A0A1K1XJB1
3467	A0A1H8J9G2	A0A327YRK3	A0A1K1XJB1
3468	A0A495LTM5	A0A327YRK3	A0A1K1XJB1
3469	A0A2G6VTI9	A0A327YRK3	A0A1K1XJB1
3470	A0A1H2RI07	A0A327YRK3	A0A1K1XJB1
3471	A0A495S564	A0A327YRK3	A0A1K1XJB1
3472	A0A562PYC0	A0A327YRK3	A0A1K1XJB1
3473	A0A1I2BWF4	A0A327YRK3	A0A1K1XJB1
3474	A0A238X4K4	A0A327YRK3	A0A1K1XJB1
3475	A0A1M5LF75	A0A327YRK3	A0A1K1XJB1
3476	A0A1M7DHU1	A0A327YRK3	A0A1K1XJB1
3477	A0A1M5TKF5	A0A327YRK3	A0A1K1XJB1
3478	A0A3D9FX51	A0A327YRK3	A0A1K1XJB1
3479	A0A1I1RN99	A0A327YRK3	A0A1K1XJB1
3480	A0A1M7NRS7	A0A327YRK3	A0A1K1XJB1
3481	A0A653Q192	A0A327YRK3	A0A1K1XJB1
3482	A0A4R8EFT5	A0A327YRK3	A0A1K1XJB1
3483	A0A1H4ECF0	A0A327YRK3	A0A1K1XJB1
3484	A0A521D1X3	A0A327YRK3	A0A1K1XJB1
3485	A0A2U0TR59	A0A327YRK3	A0A1K1XJB1
3486	A0A199XPQ5	A0A327YRK3	A0A1K1XJB1
3487	A0A2G6TFG8	A0A327YRK3	A0A1K1XJB1
3488	A0A927LEW2	A0A327YRK3	A0A1K1XJB1
3489	A0A1H5T7Y1	A0A327YRK3	A0A1K1XJB1
3490	A0A4R1JSM1	A0A327YRK3	A0A1K1XJB1
3491	A0A521E813	A0A327YRK3	A0A1K1XJB1
3492	A0A4R6MCI9	A0A327YRK3	A0A1K1XJB1
3493	A0A2G6WHW6	A0A327YRK3	A0A1K1XJB1
3494	A0A1M6ZCX4	A0A327YRK3	A0A1K1XJB1
3495	A0A3E0EN06	A0A327YRK3	A0A1K1XJB1
3496	A0A1G5CJW7	A0A327YRK3	A0A1K1XJB1
3497	A0A1M5S0G3	A0A327YRK3	A0A1K1XJB1
3498	A0A1M7LTY4	A0A327YRK3	A0A1K1XJB1
3499	A0A4V3CE31	A0A327YRK3	A0A1K1XJB1
3500	A0A2M8Y4B7	A0A327YRK3	A0A1K1XJB1
3501	A0A4R8B0C3	A0A327YRK3	A0A1K1XJB1
3502	A0A495SGJ3	A0A327YRK3	A0A1K1XJB1
3503	A0A7W7IVH9	A0A327YRK3	A0A1K1XJB1
3504	A0A1H9BKM4	A0A327YRK3	A0A1K1XJB1
3505	A0A1H6TP91	A0A327YRK3	A0A1K1XJB1
3506	A0A1I7HCY8	A0A327YRK3	A0A1K1XJB1
3507	A0A840EW21	A0A327YRK3	A0A1K1XJB1
3508	A0A1M5E2H2	A0A327YRK3	A0A1K1XJB1
3509	A0A4R6GJD8	A0A327YRK3	A0A1K1XJB1
3510	A0A1G7X5G9	A0A327YRK3	A0A1K1XJB1
3511	A0A559PKK7	A0A327YRK3	A0A1K1XJB1
3512	A0A1M4VNB9	A0A327YRK3	A0A1K1XJB1
3513	A0A495PWH8	A0A327YRK3	A0A1K1XJB1
3514	A0A1T5C1D3	A0A327YRK3	A0A1K1XJB1
3515	A0A1H5J6A3	A0A327YRK3	A0A1K1XJB1
3516	A0A285X1F6	A0A327YRK3	A0A1K1XJB1
3517	A0A2W7IFA4	A0A327YRK3	A0A1K1XJB1
3518	A0A330MFR7	A0A330MFR7	A0A840KB83
3519	A0A388Q073	A0A388Q073	A0A388Q073
3520	A0A3M0A873	A0A3M0A873	A0A1I1ZHQ3
3521	A0A420WLB1	A0A420WLB1	A0A1K1XJB1
3522	A0A495RML3	A0A495RML3	A0A7W7M238
3523	A0A7W7F6R1	A0A495RML3	A0A7W7M238
3524	A0A4Q7QRQ2	A0A4Q7QRQ2	A0A4R6WH34
3525	A0A841DDE7	A0A841DDE7	A0A259UXB3
3526	A0A841H0P6	A0A841H0P6	A0A7W7M238
3527	A0A841R1W2	A0A841R1W2	A0A1H5RLM9
3528	A0A852TN24	A0A852TN24	A0A852TN24
3529	A0A853C258	A0A853C258	A0A259UXB3
3530	A0A8G2BG15	A0A8G2BG15	
3531	A0A916MQ39	A0A916MQ39	
3532	A0A940PS29	A0A940PS29	
3533	A0A1H0ZSD7	A0A940PS29	
3534	A0A4V3CY34	A0A940PS29	
3535	A0A4Q7TKT8	A0A940PS29	
3536	UPI0009D61B38	UPI0009D61B38	
3537	A0A1V3H881	UPI0009D61B38	
3538	A0A854G8K6	UPI0009D61B38	
3539	A0A1N6FFG6	UPI0009D61B38	
3540	A0A1V3H4Z6	UPI0009D61B38	
3541	UPI0003B24202	UPI0009D61B38	
3542	A0A2N0XQX6	UPI0009D61B38	
3543	UPI0003B1DE2D	UPI0009D61B38	
3544	UPI000CEA422F	UPI0009D61B38	
3545	UPI00167FE479	UPI0009D61B38	
3546	UPI00021C1483	UPI0009D61B38	
3547	A0A0A1PTE6	A0A0A1PTE6	A0A841LRG8
3548	A0A0B8YEI1	A0A0B8YEI1	A0A4R1LQV0
3549	A0A0G1WC12	A0A0G1WC12	A4SWU3
3550	A0A0K6ITT4	A0A0K6ITT4	A0A1K1XJB1
3551	A0A0N0XJ37	A0A0N0XJ37	A0A0B0HVF0
3552	A0A0S7BUU0	A0A0S7BUU0	A0A542VZJ6
3553	A0A1V5QFF5	A0A0S7BUU0	A0A542VZJ6
3554	A0A143ZR84	A0A143ZR84	A0A4R6WH34
3555	A0A161SM64	A0A161SM64	A0A259UXB3
3556	A0A1N6HMY6	A0A161SM64	A0A259UXB3
3557	A0A1I6J5W9	A0A161SM64	A0A259UXB3
3558	A0A4Q7MFB1	A0A161SM64	A0A259UXB3
3559	A0A852WWV8	A0A161SM64	A0A259UXB3
3560	A0A164CSK6	A0A161SM64	A0A259UXB3
3561	A0A852SAL7	A0A161SM64	A0A259UXB3
3562	A0A1C5G758	A0A1C5G758	A0A7W7M238
3563	A0A1E5JVL7	A0A1E5JVL7	A0A7W7I6S2
3564	A0A1G4W2D9	A0A1G4W2D9	A0A542VZJ6
3565	A0A1G5HDC5	A0A1G5HDC5	A0A542VZJ6
3566	A0A239F9G4	A0A1G5HDC5	A0A542VZJ6
3567	A0A1G9HMX5	A0A1G5HDC5	A0A542VZJ6
3568	A0A1I0B4F0	A0A1G5HDC5	A0A542VZJ6
3569	A0A4R2TFU3	A0A1G5HDC5	A0A542VZJ6
3570	A0A1T4RKB6	A0A1T4RKB6	A0A4V2PSG7
3571	A0A1T4Z5U5	A0A1T4Z5U5	A0A7W7S4T6
3572	A0A1T5I353	A0A1T5I353	A0A1K1XJB1
3573	A0A1Y6ML36	A0A1T5I353	A0A1K1XJB1
3574	A0A1Y6ML80	A0A1T5I353	A0A1K1XJB1
3575	A0A1T4UQS8	A0A1T5I353	A0A1K1XJB1
3576	A0A1Y6L2G8	A0A1T5I353	A0A1K1XJB1
3577	A0A1H4DU31	A0A1T5I353	A0A1K1XJB1
3578	A0A1H6N0N4	A0A1T5I353	A0A1K1XJB1
3579	A0A285IZB0	A0A1T5I353	A0A1K1XJB1
3580	A0A1C7FD41	A0A1T5I353	A0A1K1XJB1
3581	A0A1E3WRX0	A0A1T5I353	A0A1K1XJB1
3582	A0A1H5UAJ9	A0A1T5I353	A0A1K1XJB1
3583	A0A1B1NLJ7	A0A1T5I353	A0A1K1XJB1
3584	A0A128EX91	A0A1T5I353	A0A1K1XJB1
3585	A0A1I5P2Z1	A0A1T5I353	A0A1K1XJB1
3586	A0A128FDW7	A0A1T5I353	A0A1K1XJB1
3587	A0A1T4TTM4	A0A1T5I353	A0A1K1XJB1
3588	A0A1N6G9M7	A0A1T5I353	A0A1K1XJB1
3589	A0A1R4B8T3	A0A1T5I353	A0A1K1XJB1
3590	A0A1T4PE59	A0A1T5I353	A0A1K1XJB1
3591	A0A240E918	A0A1T5I353	A0A1K1XJB1
3592	A0A1R4LBY3	A0A1T5I353	A0A1K1XJB1
3593	A0A329EC05	A0A1T5I353	A0A1K1XJB1
3594	A0A1N6M4A4	A0A1T5I353	A0A1K1XJB1
3595	A0A1G8AY66	A0A1T5I353	A0A1K1XJB1
3596	A0A1M5YBJ2	A0A1T5I353	A0A1K1XJB1
3597	A0A1Y6IUF0	A0A1T5I353	A0A1K1XJB1
3598	A0A4R2F0M7	A0A1T5I353	A0A1K1XJB1
3599	A0A0P6Z7K5	A0A1T5I353	A0A1K1XJB1
3600	A0A1C3JFG7	A0A1T5I353	A0A1K1XJB1
3601	A0A1M7YRQ6	A0A1T5I353	A0A1K1XJB1
3602	A0A1W6VBK1	A0A1T5I353	A0A1K1XJB1
3603	A0A5P9CN75	A0A1T5I353	A0A1K1XJB1
3604	A0A1M5ECJ7	A0A1T5I353	A0A1K1XJB1
3605	A0A6B8N8C4	A0A1T5I353	A0A1K1XJB1
3606	A0A2A9FXZ2	A0A1T5I353	A0A1K1XJB1
3607	A0A4V2RV46	A0A1T5I353	A0A1K1XJB1
3608	A0A1V5GPD3	A0A1V5GPD3	A0A4R6LXJ8
3609	A0A1V5JMB8	A0A1V5JMB8	A0A1V6JGM4
3610	A0A1V5N112	A0A1V5N112	A0A7X0UCH3
3611	A0A1V5R300	A0A1V5R300	A0A1V5RAV3
3612	A0A1V5VMG0	A0A1V5VMG0	A0A4V2PSG7
3613	A0A1V5XT54	A0A1V5XT54	A0A1V5XT54
3614	A0A495DDH9	A0A495DDH9	A0A143XQ49
3615	A0A4D6Y132	A0A4D6Y132	A0A1K1XJB1
3616	A0A4R1MK33	A0A4R1MK33	A0A542VZJ6
3617	A0A4R3MH79	A0A4R1MK33	A0A542VZJ6
3618	A0A4R3LC40	A0A4R3LC40	A0A1H2PS24
3619	A0A4R6U936	A0A4R3LC40	A0A1H2PS24
3620	A0A4R6DZL6	A0A4R6DZL6	A0A1K1XJB1
3621	A0A4R7KT52	A0A4R7KT52	A0A7W7M238
3622	A0A4R7Z8P3	A0A4R7Z8P3	A0A4R6WH34
3623	A0A561SU63	A0A561SU63	A0A841H5D1
3624	A0A543FMS0	A0A561SU63	A0A841H5D1
3625	A0A5C0E0G9	A0A5C0E0G9	A0A1W1YNH7
3626	A0A2K8SYY2	A0A5C0E0G9	A0A1W1YNH7
3627	A0A650M8Q4	A0A650M8Q4	A0A7W7M238
3628	A0A6N3DZJ8	A0A6N3DZJ8	A0A6N3DZJ8
3629	A0A7W3JFZ1	A0A7W3JFZ1	A0A251XY06
3630	A0A7W4UM26	A0A7W4UM26	A0A7W4UM26
3631	A0A7W5ZRL8	A0A7W5ZRL8	A0A841LRG8
3632	A0A7W6D6Y0	A0A7W6D6Y0	A0A4R6WH34
3633	A0A7W7I6S2	A0A7W7I6S2	A0A7W7I6S2
3634	A0A7W5AEZ4	A0A7W7I6S2	A0A7W7I6S2
3635	A0A7W7HPD7	A0A7W7I6S2	A0A7W7I6S2
3636	A0A7W7M5N8	A0A7W7I6S2	A0A7W7I6S2
3637	A0A1C4YTU9	A0A7W7I6S2	A0A7W7I6S2
3638	A0A7Y9X2Q9	A0A7W7I6S2	A0A7W7I6S2
3639	A0A840VYR4	A0A7W7I6S2	A0A7W7I6S2
3640	A0A7W7HCF7	A0A7W7I6S2	A0A7W7I6S2
3641	A0A7W7CXB1	A0A7W7I6S2	A0A7W7I6S2
3642	A0A7W5FHA9	A0A7W7I6S2	A0A7W7I6S2
3643	A0A1H3HGK6	A0A7W7I6S2	A0A7W7I6S2
3644	A0A927QX70	A0A7W7I6S2	A0A7W7I6S2
3645	A0A7W7SRR9	A0A7W7I6S2	A0A7W7I6S2
3646	A0A841BWS9	A0A7W7I6S2	A0A7W7I6S2
3647	A0A7W7R529	A0A7W7R529	A0A7W7R529
3648	A0A7W7Y540	A0A7W7Y540	A0A7W7Y540
3649	A0A0F5LQS4	A0A0F5LQS4	A0A4R6R5S4
3650	A0A1M5FYZ8	A0A0F5LQS4	A0A4R6R5S4
3651	A0A4V3DAB5	A0A0F5LQS4	A0A4R6R5S4
3652	A0A7W6IPR1	A0A0F5LQS4	A0A4R6R5S4
3653	A0A1Y6GCA4	A0A0F5LQS4	A0A4R6R5S4
3654	A0A447IC11	A0A0F5LQS4	A0A4R6R5S4
3655	A0A1G7RN32	A0A0F5LQS4	A0A4R6R5S4
3656	A0A1K2I0S6	A0A0F5LQS4	A0A4R6R5S4
3657	A0A0R3JX66	A0A0R3JX66	A0A0B0HVF0
3658	A0A136JSC8	A0A136JSC8	A0A841PLY4
3659	A0A163D7U3	A0A163D7U3	A0A7W7M238
3660	A0A162DPP2	A0A163D7U3	A0A7W7M238
3661	A0A1B2ABH2	A0A1B2ABH2	A0A1K1XJB1
3662	A0A1G5DJQ6	A0A1G5DJQ6	A0A4R3YH71
3663	A0A1G6ICJ8	A0A1G6ICJ8	A0A7W7M238
3664	A0A1I1X609	A0A1G6ICJ8	A0A7W7M238
3665	A0A1G9P7E4	A0A1G9P7E4	A0A1V5W530
3666	A0A1G9X1G9	A0A1G9X1G9	A0A1I1ZHQ3
3667	A0A1H1LAV7	A0A1H1LAV7	A0A7W7M238
3668	A0A3N2CVA3	A0A1H1LAV7	A0A7W7M238
3669	A0A1H4M6J9	A0A1H4M6J9	A0A1V5RAV3
3670	A0A1H8EAZ2	A0A1H8EAZ2	A0A6B8N5K1
3671	A0A3E0AZA5	A0A1H8EAZ2	A0A6B8N5K1
3672	A0A1I0AH78	A0A1H8EAZ2	A0A6B8N5K1
3673	A0A1I2KUT5	A0A1I2KUT5	A0A1I1ZHQ3
3674	A0A1H1SIU7	A0A1I2KUT5	A0A1I1ZHQ3
3675	A0A3D9V7G6	A0A1I2KUT5	A0A1I1ZHQ3
3676	A0A927RJY5	A0A1I2KUT5	A0A1I1ZHQ3
3677	A0A1I3UK57	A0A1I3UK57	A0A1I3UK57
3678	A0A7Y9Z6J1	A0A1I3UK57	A0A1I3UK57
3679	A0A1I4Z7J0	A0A1I4Z7J0	A0A2K4ZCZ0
3680	A0A1J5MS79	A0A1J5MS79	A0A1K1XJB1
3681	A0A1M4XAA5	A0A1M4XAA5	A0A6N3EI03
3682	A0A1M5L6F3	A0A1M5L6F3	A0A7W7M238
3683	A0A1M6MRH4	A0A1M6MRH4	A0A7W7M238
3684	A0A1N6Q5H9	A0A1N6Q5H9	A0A7W7M238
3685	A0A1H9D1D7	A0A1N6Q5H9	A0A7W7M238
3686	A0A1N7MW50	A0A1N7MW50	A0A1H5RLM9
3687	A0A1I6T9T6	A0A1N7MW50	A0A1H5RLM9
3688	A0A1H2X551	A0A1N7MW50	A0A1H5RLM9
3689	A0A1T4LB61	A0A1T4LB61	A0A7W7M238
3690	A0A1T4W140	A0A1T4W140	A0A1K1XJB1
3691	A0A1T5DDX9	A0A1T5DDX9	A0A1I1ZHQ3
3692	A0A8E1ZV59	A0A1T5DDX9	A0A1I1ZHQ3
3693	A0A8G2BYF0	A0A1T5DDX9	A0A1I1ZHQ3
3694	A0A6N3HHE1	A0A1T5DDX9	A0A1I1ZHQ3
3695	A0A1T5MRB2	A0A1T5MRB2	A0A1T5MRB2
3696	A0A0D8FWF0	A0A0D8FWF0	A0A0D8HF15
3697	A0A1A6ANU8	A0A1A6ANU8	A0A3N6HYN0
3698	A0A1A6ANU5	A0A1A6ANU8	A0A3N6HYN0
3699	A0A168N443	A0A1A6ANU8	A0A3N6HYN0
3700	A0A168NHC4	A0A1A6ANU8	A0A3N6HYN0
3701	A0A168NHD2	A0A1A6ANU8	A0A3N6HYN0
3702	A0A4P8A4C0	A0A1A6ANU8	A0A3N6HYN0
3703	A0A2T0B886	A0A1A6ANU8	A0A3N6HYN0
3704	A0A1C4MB09	A0A1C4MB09	A0A1C4MB09
3705	A0A1C6TUZ7	A0A1C6TUZ7	A0A7W7M238
3706	A0A1C4YQ99	A0A1C6TUZ7	A0A7W7M238
3707	A0A1C6TPW2	A0A1C6TUZ7	A0A7W7M238
3708	A0A1C5AY15	A0A1C6TUZ7	A0A7W7M238
3709	A0A562HU97	A0A1C6TUZ7	A0A7W7M238
3710	A0A1F2PJF9	A0A1F2PJF9	A0A1F2PJF9
3711	A0A1V1V1V2	A0A1V1V1V2	A0A1V1V1V2
3712	A0A1V5HQU6	A0A1V5HQU6	A0A4R6WH34
3713	A0A1V5KQ91	A0A1V5KQ91	A0A0B0HVF0
3714	A0A1V5NRI5	A0A1V5NRI5	A0A1V5UA40
3715	A0A1V5RY56	A0A1V5RY56	A0A4R6LXJ8
3716	A0A1V5W1V6	A0A1V5W1V6	A0A7W7M238
3717	A0A1V6B4B9	A0A1V5W1V6	A0A7W7M238
3718	A0A1V5I5P2	A0A1V5W1V6	A0A7W7M238
3719	A0A1V5YU21	A0A1V5YU21	A0A7W7M238
3720	A0A1V5F5C2	A0A1V5YU21	A0A7W7M238
3721	A0A6N2TW25	A0A1V5YU21	A0A7W7M238
3722	A0A4R2GKY2	A0A1V5YU21	A0A7W7M238
3723	A0A2T0XNL6	A0A1V5YU21	A0A7W7M238
3724	A0A1T5BNG4	A0A1V5YU21	A0A7W7M238
3725	A0A521F1T0	A0A1V5YU21	A0A7W7M238
3726	A0A1I2C744	A0A1V5YU21	A0A7W7M238
3727	A0A2V3PT90	A0A1V5YU21	A0A7W7M238
3728	A0A1M5BT62	A0A1V5YU21	A0A7W7M238
3729	A0A840CIT2	A0A1V5YU21	A0A7W7M238
3730	A0A6N2W5A7	A0A1V5YU21	A0A7W7M238
3731	A0A7W7ATI2	A0A1V5YU21	A0A7W7M238
3732	A0A1V5S850	A0A1V5YU21	A0A7W7M238
3733	A0A1V6H661	A0A1V5YU21	A0A7W7M238
3734	A0A1V6BVT5	A0A1V6BVT5	A0A1K1XJB1
3735	A0A1V6HMZ5	A0A1V6BVT5	A0A1K1XJB1
3736	A0A1V6J791	A0A1V6BVT5	A0A1K1XJB1
3737	A0A1V6F8I8	A0A1V6F8I8	A0A4R6WH34
3738	A0A1V6J6R5	A0A1V6J6R5	A0A7W7M238
3739	A0A1V6HNU6	A0A1V6J6R5	A0A7W7M238
3740	A0A1V6C1Y9	A0A1V6J6R5	A0A7W7M238
3741	A0A1X7HVQ4	A0A1X7HVQ4	A0A4R6WH34
3742	A0A1H7N2D7	A0A1X7HVQ4	A0A4R6WH34
3743	A0A3D9GEL7	A0A1X7HVQ4	A0A4R6WH34
3744	A0A839TUM5	A0A1X7HVQ4	A0A4R6WH34
3745	A0A1H8TKW9	A0A1X7HVQ4	A0A4R6WH34
3746	A0A1X9MFG8	A0A1X9MFG8	A0A1M5UZ49
3747	A0A1Y5S5M2	A0A1Y5S5M2	A0A1I1ZHQ3
3748	A0A285RP35	A0A1Y5S5M2	A0A1I1ZHQ3
3749	A0A2S6Q838	A0A1Y5S5M2	A0A1I1ZHQ3
3750	A0A7W4W478	A0A1Y5S5M2	A0A1I1ZHQ3
3751	A0A448XZ63	A0A1Y5S5M2	A0A1I1ZHQ3
3752	A0A2S6U195	A0A1Y5S5M2	A0A1I1ZHQ3
3753	A0A2S6U6F6	A0A1Y5S5M2	A0A1I1ZHQ3
3754	A0A2S6TWE4	A0A1Y5S5M2	A0A1I1ZHQ3
3755	A0A4R3J5T5	A0A1Y5S5M2	A0A1I1ZHQ3
3756	A0A2S6UJY3	A0A1Y5S5M2	A0A1I1ZHQ3
3757	A0A1G6YK40	A0A1Y5S5M2	A0A1I1ZHQ3
3758	A0A4V2SPH6	A0A1Y5S5M2	A0A1I1ZHQ3
3759	A0A4R6WKG6	A0A1Y5S5M2	A0A1I1ZHQ3
3760	A0A1M5KH37	A0A1Y5S5M2	A0A1I1ZHQ3
3761	A0A839SWP2	A0A1Y5S5M2	A0A1I1ZHQ3
3762	A0A1I2IGK8	A0A1Y5S5M2	A0A1I1ZHQ3
3763	A0A4Q8CYJ4	A0A1Y5S5M2	A0A1I1ZHQ3
3764	A0A1H9CIB9	A0A1Y5S5M2	A0A1I1ZHQ3
3765	A0A1H6IAI2	A0A1Y5S5M2	A0A1I1ZHQ3
3766	A0A2W7IMX6	A0A1Y5S5M2	A0A1I1ZHQ3
3767	A0A840XMS5	A0A1Y5S5M2	A0A1I1ZHQ3
3768	A0A840AE81	A0A1Y5S5M2	A0A1I1ZHQ3
3769	A0A1G6TBP2	A0A1Y5S5M2	A0A1I1ZHQ3
3770	A0A1G7UIA0	A0A1Y5S5M2	A0A1I1ZHQ3
3771	A0A212RHD6	A0A212RHD6	A0A4R6WH34
3772	A0A222NZK9	A0A222NZK9	A0A1K1XJB1
3773	A0A2A9F0W6	A0A2A9F0W6	A0A4R6LXJ8
3774	A0A2H5X980	A0A2H5X980	A0A285NHK7
3775	A0A2H6EA33	A0A2H6EA33	A0A1K1XJB1
3776	A0A2I2MHT2	A0A2I2MHT2	A0A1M5WS42
3777	A0A2K8SM81	A0A2K8SM81	A0A2K8SM81
3778	A0A2P4UP02	A0A2P4UP02	A0A0B0HVF0
3779	A0A2R4MXA6	A0A2R4MXA6	A0A4R6WH34
3780	A0A2S6QYF8	A0A2S6QYF8	A0A7W7M238
3781	A0A2T0AZ03	A0A2T0AZ03	A0A7W7M238
3782	A0A1J5NSG6	A0A2T0AZ03	A0A7W7M238
3783	A0A151AUZ1	A0A2T0AZ03	A0A7W7M238
3784	A0A1J5JHJ5	A0A2T0AZ03	A0A7W7M238
3785	A0A1J5JPZ2	A0A2T0AZ03	A0A7W7M238
3786	A0A853W0H6	A0A2T0AZ03	A0A7W7M238
3787	A0A1W1VE41	A0A2T0AZ03	A0A7W7M238
3788	A0A2T0U5D9	A0A2T0U5D9	A0A4R1LQV0
3789	A0A2V2BK03	A0A2V2BK03	A0A251XY06
3790	A0A317Q7Y2	A0A2V2BK03	A0A251XY06
3791	A0A542D7J9	A0A2V2BK03	A0A251XY06
3792	A0A370S2X8	A0A2V2BK03	A0A251XY06
3793	A0A318FJS3	A0A2V2BK03	A0A251XY06
3794	A0A370Q893	A0A2V2BK03	A0A251XY06
3795	A0A2V5BGZ5	A0A2V2BK03	A0A251XY06
3796	A0A2W1JJD4	A0A2W1JJD4	A0A7Y9X7G9
3797	A0A316IHK6	A0A316IHK6	A0A4R6WH34
3798	A0A318DYY3	A0A316IHK6	A0A4R6WH34
3799	A0A366I765	A0A366I765	A0A4R6WH34
3800	A0A399EM20	A0A399EM20	A0A7X0UCH3
3801	A0A3N2APX9	A0A3N2APX9	A0A251XY06
3802	A0A3P5X0E4	A0A3P5X0E4	A0A3P5X0E4
3803	A0A4R2M247	A0A4R2M247	A0A7W7Y540
3804	UPI001CE258FF	UPI001CE258FF	
3805	A0A0H5BWX6	A0A0H5BWX6	A0A1K1XJB1
3806	A0A132HP29	A0A132HP29	A0A132HP29
3807	A0A163C978	A0A163C978	A0A7X0L4Z6
3808	A0A162CHA7	A0A163C978	A0A7X0L4Z6
3809	A0A164A0Q8	A0A163C978	A0A7X0L4Z6
3810	A0A162BM85	A0A163C978	A0A7X0L4Z6
3811	A0A1E2RYR2	A0A1E2RYR2	A0A1K1XJB1
3812	A0A1G6H505	A0A1G6H505	A0A1G9HPH8
3813	A0A1H1KTJ6	A0A1H1KTJ6	A0A4R6LXJ8
3814	A0A1G8C3Y9	A0A1H1KTJ6	A0A4R6LXJ8
3815	A0A1H7LGC9	A0A1H7LGC9	A0A4R6WL96
3816	A0A1H9F466	A0A1H7LGC9	A0A4R6WL96
3817	A0A1R3W7V6	A0A1H7LGC9	A0A4R6WL96
3818	A0A318VVW1	A0A1H7LGC9	A0A4R6WL96
3819	A0A1I4QT88	A0A1H7LGC9	A0A4R6WL96
3820	A0A1I1D2P1	A0A1I1D2P1	A0A7W7M238
3821	A0A399F1D7	A0A399F1D7	A0A399F1D7
3822	A0A0M9ADC7	A0A399F1D7	A0A399F1D7
3823	A0A3G6J6P7	A0A3G6J6P7	A0A2H6IPM4
3824	A0A931GVY6	A0A3G6J6P7	A0A2H6IPM4
3825	A0A7Z0ING5	A0A3G6J6P7	A0A2H6IPM4
3826	A0A3N2CWH1	A0A3N2CWH1	A0A259UXB3
3827	A0A3N5BMT7	A0A3N5BMT7	A0A1M7RYE3
3828	A0A3Q8SUH0	A0A3Q8SUH0	A0A0B0HVF0
3829	A0A420XKH2	A0A420XKH2	A0A4R6LXJ8
3830	A0A4R2FF77	A0A4R2FF77	A0A1K1XJB1
3831	A0A0N8TZ04	A0A4R2FF77	A0A1K1XJB1
3832	A0A366IUD0	A0A4R2FF77	A0A1K1XJB1
3833	A0A3S9L1U6	A0A4R2FF77	A0A1K1XJB1
3834	A0A4R6R5S4	A0A4R6R5S4	A0A4R6R5S4
3835	A0A4R7KVS3	A0A4R7KVS3	A0A7W7M238
3836	A0A4V2PSG7	A0A4V2PSG7	A0A4V2PSG7
3837	A0A542I2B1	A0A542I2B1	A0A839PNF7
3838	A0A542GIH4	A0A542I2B1	A0A839PNF7
3839	A0A542G5T5	A0A542I2B1	A0A839PNF7
3840	A0A564TNN4	A0A564TNN4	A0A1M5FCY0
3841	A0A564SNM9	A0A564TNN4	A0A1M5FCY0
3842	A0A5P9PZX7	A0A5P9PZX7	A0A221W7C9
3843	A0A6N3EUP9	A0A6N3EUP9	A0A2K4ZCZ0
3844	A0A6N4XU94	A0A6N4XU94	A0A7W6E9T5
3845	A0A7U7I535	A0A7U7I535	A0A6N3DZJ8
3846	A0A5P9C6I4	A0A7U7I535	A0A6N3DZJ8
3847	A0A1Q9R3K0	A0A7U7I535	A0A6N3DZJ8
3848	A0A6M8MKZ1	A0A7U7I535	A0A6N3DZJ8
3849	A0A5E6VKJ5	A0A7U7I535	A0A6N3DZJ8
3850	A0A383RWD5	A0A7U7I535	A0A6N3DZJ8
3851	A0A8H2RVJ2	A0A7U7I535	A0A6N3DZJ8
3852	A0A1B2F0W3	A0A7U7I535	A0A6N3DZJ8
3853	A0A7U7I8Z5	A0A7U7I535	A0A6N3DZJ8
3854	A0A5E7RLE0	A0A7U7I535	A0A6N3DZJ8
3855	A0A5E6R3A3	A0A7U7I535	A0A6N3DZJ8
3856	A0A5E6RF15	A0A7U7I535	A0A6N3DZJ8
3857	A0A5E7RTV8	A0A7U7I535	A0A6N3DZJ8
3858	A0A423MFI3	A0A7U7I535	A0A6N3DZJ8
3859	A0A5E6U7L1	A0A7U7I535	A0A6N3DZJ8
3860	A0A5E7VJS8	A0A7U7I535	A0A6N3DZJ8
3861	A0A5E6ULR1	A0A7U7I535	A0A6N3DZJ8
3862	A0A5E6UP07	A0A7U7I535	A0A6N3DZJ8
3863	A0A5E7BCP9	A0A7U7I535	A0A6N3DZJ8
3864	A0A6L5BYG6	A0A7U7I535	A0A6N3DZJ8
3865	A0A5E7GPG6	A0A7U7I535	A0A6N3DZJ8
3866	A0A5E7H1Y8	A0A7U7I535	A0A6N3DZJ8
