	mmseqs_cluster	unclustered	foldseek_cluster	mmseqs_unclustered
6626	UPI0009E5EFC5	U6RE31		
6627	UPI0009E5EFC5	UPI0015B53D9B		
6628	UPI0009E5EFC5	UPI001CB437C5		
6629	UPI0009E5EFC5	A0A134BD24		
6630	UPI0009E5EFC5	A0A1C5PPC3		
6631	UPI0009E5EFC5	A0A3E5GLD2		
6632	UPI0009E5EFC5	A0A9E2KH73		
6633	UPI0009E5EFC5	F3ZRX0		
6634	UPI0009E5EFC5	UPI0002132081		
6635	UPI0009E5EFC5	UPI00177AA269		
6636	UPI0009E5EFC5	D3IC87		
6637	UPI0009E5EFC5	UPI00039E3DFD		
6638	UPI0009E5EFC5	A0A921HYT4		
6639	UPI0009E5EFC5	UPI0022B8812B		
6640	UPI0009E5EFC5	A0A1M5A6D7		
6641	UPI0009E5EFC5	R5Y8J4		
6642	UPI0009E5EFC5	UPI000687C8C4		
6643	UPI0009E5EFC5	A0A1Y4ANX6		
6644	UPI0009E5EFC5	R6G8F8		
6645	UPI0009E5EFC5	UPI0015884C70		
6646	UPI0009E5EFC5	UPI0015BAE233		
6647	UPI0009E5EFC5	UPI001C01F5EF		
6648	UPI0009E5EFC5	A0A069CYC7		
6649	UPI0009E5EFC5	A0A096AEE1		
6650	UPI0009E5EFC5	A0A9D2UHT4		
6651	UPI0009E5EFC5	R6ZMS7		
6652	UPI0009E5EFC5	UPI0003A43E90		
6653	UPI0009E5EFC5	UPI001F186F3F		
6654	UPI0009E5EFC5	R6ZNU5		
6655	UPI0009E5EFC5	UPI00093001D3		
6656	UPI0009E5EFC5	UPI0004AFDC08		
6657	UPI0009E5EFC5	UPI001554C64A		
6658	UPI0009E5EFC5	G6B0U0		
6659	UPI0009E5EFC5	UPI0024309384		
6660	UPI0009E5EFC5	UPI000D0F652D		
6661	UPI0009E5EFC5	A0A264YB49		
6662	UPI0009E5EFC5	R7H5T0		
6663	UPI0009E5EFC5	UPI0015580EF0		
6664	UPI0009E5EFC5	UPI00242EDBDF		
6665	UPI0009E5EFC5	A0A929VYY7		
6666	UPI0009E5EFC5	UPI00234E82D3		
6667	UPI0009E5EFC5	S8GZB1		
6668	UPI0009E5EFC5	R7PCY3		
6669	UPI0009E5EFC5	UPI001C6F1B72		
6670	UPI0009E5EFC5	UPI0023F26D7E		
6671	UPI0009E5EFC5	D1Q0G6		
6672	UPI0009E5EFC5	A0A940A729		
6673	UPI0009E5EFC5	A0A971JSQ7		
6674	UPI0009E5EFC5	A0A9D8N7B2		
6675	UPI0009E5EFC5	UPI00036A05F9		
6676	UPI0009E5EFC5	A0A9D9ISW4		
6677	UPI0009E5EFC5	A0A099BYW0		
6678	UPI0009E5EFC5	A0A0S2KM78		
6679	UPI0009E5EFC5	A0A940Q2K6		
6680	UPI0009E5EFC5	A0A1Q6HK40		
6681	UPI0009E5EFC5	D3I0L1		
6682	UPI0009E5EFC5	A0A5P0VY25		
6683	UPI0009E5EFC5	UPI0022308E64		
6684	UPI0009E5EFC5	A0A5P0WKX0		
6685	UPI0009E5EFC5	UPI0011821B76		
6686	UPI0009E5EFC5	A0A6G1TZY6		
6687	UPI0009E5EFC5	R6C2F9		
6688	UPI0009E5EFC5	A0A3R6HS36		
6689	UPI0009E5EFC5	A0A229I3R5		
6690	UPI0009E5EFC5	UPI000416309D		
6691	UPI0009E5EFC5	A0A239RMM2		
6692	UPI0009E5EFC5	D8DU72		
6693	UPI0009E5EFC5	A0A4Y8VF90		
6694	UPI0009E5EFC5	UPI001C4873D8		
6695	UPI0009E5EFC5	A0A374CBW5		
6696	UPI0009E5EFC5	A0A3E5AE27		
6697	UPI0009E5EFC5	UPI001C39052F		
6698	UPI0009E5EFC5	UPI001EDB155F		
6699	UPI0009E5EFC5	UPI001C018E9A		
6700	UPI0009E5EFC5	A0A6A7W833		
6701	UPI0009E5EFC5	A0A939B5R2		
6702	UPI0009E5EFC5	I8XU03		
6703	UPI0009E5EFC5	A0A374VEL3		
6704	UPI0009E5EFC5	A0A5C6HMH1		
6705	UPI0009E5EFC5	UPI001E3C7245		
6706	UPI0009E5EFC5	A0A415CM36		
6707	UPI0009E5EFC5	E5V7U0		
6708	UPI0009E5EFC5	UPI0023F1002D		
6709	UPI0009E5EFC5	A0A6I0K7N2		
6710	UPI0009E5EFC5	E5WVL0		
6711	UPI0009E5EFC5	A0A1Y4HVV8		
6712	UPI0009E5EFC5	A0A415IYU6		
6713	UPI0009E5EFC5	UPI00210DB571		
6714	UPI0009E5EFC5	UPI0024308C39		
6715	UPI0009E5EFC5	A0A3P2ACE7		
6716	UPI0009E5EFC5	K9DZY5		
6717	UPI0009E5EFC5	UPI00125D43AB		
6718	UPI0009E5EFC5	A0A2R3MTL2		
6719	UPI0009E5EFC5	R5J1N9		
6720	UPI0009E5EFC5	A0A9D2A4Q8		
6721	UPI0009E5EFC5	R6LJH7		
6722	UPI0009E5EFC5	R7E3I1		
6723	UPI0009E5EFC5	A0A3E4KWQ0		
6724	UPI0009E5EFC5	UPI001C2FEF0B		
6725	UPI0009E5EFC5	UPI0023F6CC23		
6726	UPI0009E5EFC5	A0A081U447		
6727	UPI0009E5EFC5	F3PI51		
6728	UPI0009E5EFC5	UPI0018EF7A6A		
6729	UPI0009E5EFC5	F3PX15		
6730	UPI0009E5EFC5	UPI0024565362		
6731	UPI0009E5EFC5	UPI0004450B2C		
6732	UPI0009E5EFC5	A0A3E4XNC0		
6733	UPI0009E5EFC5	A0A926EYK0		
6734	UPI0009E5EFC5	I8VZS5		
6735	UPI0009E5EFC5	UPI00203BEB0F		
6736	UPI0009E5EFC5	UPI0020CB45DA		
6737	UPI0009E5EFC5	A0A125MG64		
6738	UPI0009E5EFC5	A0A562VJ22		
6739	UPI0009E5EFC5	UPI001F1E93A2		
6740	UPI0009E5EFC5	A0A1M6EDG8		
6741	UPI0009E5EFC5	UPI00101D2D60		
6742	UPI0009E5EFC5	UPI001D00CA87		
6743	UPI0009E5EFC5	A0A9D2KUG1		
6744	UPI0009E5EFC5	A0A414KXP9		
6745	UPI0009E5EFC5	A0A4S2B6S2		
6746	UPI0009E5EFC5	A0A449I1C3		
6747	UPI0009E5EFC5	UPI0004889412		
6748	UPI0009E5EFC5	UPI002053A280		
6749	UPI0009E5EFC5	UPI001EDAA851		
6750	UPI0009E5EFC5	A0A939VFD1		
6751	UPI0009E5EFC5	A0A255T031		
6752	UPI0009E5EFC5	A0A2L2WK70		
6753	UPI0009E5EFC5	A0A255TRD7		
6754	UPI0009E5EFC5	A0A1I5HFQ5		
6755	UPI0009E5EFC5	A0A9D5NU15		
6756	UPI0009E5EFC5	R5NZ14		
6757	UPI0009E5EFC5	F3QRQ9		
6758	UPI0009E5EFC5	UPI001CC76509		
6759	UPI0009E5EFC5	UPI001CC5BE22		
6760	UPI0009E5EFC5	A0A4Q0IXY6		
6761	UPI0009E5EFC5	A0A9D5L2B3		
6762	UPI0009E5EFC5	A0A1Q6EFH4		
6763	UPI0009E5EFC5	A0A9D8QSC5		
6764	UPI0009E5EFC5	A0A9D5P7H8		
6765	UPI0009E5EFC5	A0A944G9P0		
6766	UPI0009E5EFC5	A0A9D9LVD4		
6767	UPI000AA06FBE	UPI000AA06FBE		
6768	UPI000CDD9ED0	UPI000CDD9ED0		
6769	UPI0013C3F58E	UPI0013C3F58E		
6770	UPI0013C3F58E	UPI0023614508		
6771	UPI0013C3F58E	UPI002362FC2B		
6772	UPI0013C3F58E	UPI00064BF53A		
6773	UPI0013C3F58E	UPI001C63DB0E		
6774	UPI00147C00C4	UPI00147C00C4		
6775	UPI001AECCEFD	UPI001AECCEFD		
6776	UPI001E456FC5	UPI001E456FC5		
6777	A0A939LRY4	A0A939LRY4		
6778	A0A946YYK6	A0A946YYK6		
6779	A0A951QFG8	A0A951QFG8		
6780	A0A951QFG8	A0A927I6K6		
6781	A0A951QFG8	A0A2H2Y8J0		
6782	A0A951QFG8	UPI00202178DA		
6783	A0A951QFG8	A0A930T9C8		
6784	A0A951QFG8	A0A1Q4RZ64		
6785	A0A951QFG8	UPI00232CE679		
6786	A0A951QFG8	A0A1Z4QWF2		
6787	A0A951QFG8	UPI0016825032		
6788	A0A951QFG8	UPI0021071236		
6789	A0A951QFG8	UPI00187E6336		
6790	A0A951QFG8	Q55483		
6791	A0A951QFG8	A0A068MVL9		
6792	A0A951QFG8	A0A6P1VLH3		
6793	A0A951QFG8	A0A3S0Y5N6		
6794	A0A951QFG8	UPI0002E984BE		
6795	A0A951QFG8	A0A0C2L466		
6796	A0A951QFG8	A0A0D6KDH0		
6797	A0A951QFG8	A0A1Z4IEB7		
6798	A0A951QFG8	A0A969SJA7		
6799	A0A951QFG8	A0A969G144		
6800	A0A951QFG8	A0A1Q4R4R2		
6801	A0A951QFG8	K9Q665		
6802	A0A951QFG8	A0A968ID50		
6803	A0A951QFG8	A0A401IF96		
6804	A0A951QFG8	UPI00067480D7		
6805	A0A951QFG8	A0A977KS75		
6806	A0A951QFG8	A0A3B8Y7A4		
6807	A0A951QFG8	A0A2W7B8U6		
6808	A0A951QFG8	UPI000D1FBDF7		
6809	A0A951QFG8	A0A1U7HDM6		
6810	A0A951QFG8	A3ITL4		
6811	A0A951QFG8	A0A2T1M0E8		
6812	A0A951QFG8	A0A2Z5TAP5		
6813	A0A951QFG8	Q4C4S3		
6814	A0A951QFG8	B1WWH6		
6815	A0A951QFG8	D3ENK7		
6816	A0A951QFG8	UPI00226A2721		
6817	A0A951QFG8	K9T8R1		
6818	A0A951QFG8	UPI001E54E52B		
6819	A0A951QFG8	A0A086CG89		
6820	A0A951QFG8	A0A8J2XF42		
6821	A0A951QFG8	B7K1S6		
6822	A0A951QFG8	B7KH90		
6823	A0A951QFG8	A0A077JH85		
6824	A0A951QFG8	E0UFP8		
6825	A0A951QFG8	UPI0005B2BB75		
6826	A0A951QFG8	B0CAY0		
6827	A0A951QFG8	A0A968HVP3		
6828	A0A951QFG8	A0A2W1JD00		
6829	A0A951QFG8	UPI0002485016		
6830	A0A951QFG8	UPI001BAE8B67		
6831	A0A951QFG8	A0A968YS36		
6832	A0A951QFG8	A0A7X6C9V0		
6833	A0A951QFG8	A0A349JLP5		
6834	A0A951QFG8	A0A7X6CJS4		
6835	A0A951QFG8	A0A2T1CZW3		
6836	A0A951QFG8	UPI001F60F90D		
6837	A0A951QFG8	D8G635		
6838	A0A951QFG8	UPI001554E427		
6839	A0A951QFG8	UPI00020D16FA		
6840	A0A951QFG8	UPI001880A7AA		
6841	A0A951QFG8	UPI002238CBF5		
6842	A0A951QFG8	A0A355CES5		
6843	A0A951QFG8	UPI0018821E72		
6844	A0A951QFG8	A0A976CP08		
6845	A0A951QFG8	UPI001F31BC88		
6846	A0A951QFG8	A0A968Y5J2		
6847	A0A951QFG8	K9VGL6		
6848	A0A951QFG8	A0A2G4F1R5		
6849	A0A951QFG8	A0A976GKM5		
6850	A0A951QFG8	UPI0018830E4D		
6851	A0A951QFG8	UPI000361A398		
6852	A0A951QFG8	A0A969W1J2		
6853	A0A951QFG8	A0A926PN38		
6854	A0A951QFG8	A0A2L2NYW0		
6855	A0A951QFG8	A0A5Q4HGZ1		
6856	A0A951QFG8	A0A844MZJ6		
6857	A0A951QFG8	A0A969CJL3		
6858	A0A951QFG8	K9XPH7		
6859	A0A951QFG8	UPI00227C70B1		
6860	A0A951QFG8	A0A939CS75		
6861	A0A951QFG8	A0A969D6K9		
6862	A0A951QFG8	UPI001448A304		
6863	A0A951QFG8	A0A0F5YIV2		
6864	A0A951QFG8	A0A0M5TIJ0		
6865	A0A951QFG8	A0A939D101		
6866	A0A951QFG8	F4XLC2		
6867	A0A951QFG8	K8GPP0		
6868	A0A951QFG8	UPI0004961217		
6869	A0A951QFG8	UPI0008382184		
6870	A0A951QFG8	UPI000B49F6B3		
6871	A0A951QFG8	UPI0020A81C94		
6872	A0A951QFG8	UPI0022485435		
6873	A0A951QFG8	A0A0M0SUJ8		
6874	A0A951QFG8	A0A4D9CP16		
6875	A0A951QFG8	A0A6G9SKB7		
6876	A0A951QFG8	A0A6P0I394		
6877	A0A951QFG8	A0A853MDI0		
6878	A0A951QFG8	A0A928YX64		
6879	A0A951QFG8	UPI0016822833		
6880	A0A951QFG8	UPI0021E987E1		
6881	A0A951QFG8	A0A1J5GCP4		
6882	A0A951QFG8	A0A6P0I8V8		
6883	A0A951QFG8	A0A8J7A743		
6884	A0A951QFG8	A0A930TL93		
6885	A0A951QFG8	A0A969FBY1		
6886	A0A951QFG8	UPI001A8EDE7F		
6887	A0A951QFG8	UPI001D151F18		
6888	A0A951QFG8	UPI00232F6FF3		
6889	A0A951QFG8	A0A2P8W2V7		
6890	A0A951QFG8	A0A3C1RVH5		
6891	A0A951QFG8	A0A6P0JXM3		
6892	A0A951QFG8	A0A8J7AXT6		
6893	A0A951QFG8	A0A8J7Z2N9		
6894	A0A951QFG8	A0A928ZPV7		
6895	A0A951QFG8	A0A930TSY5		
6896	A0A951QFG8	B4VWB3		
6897	A0A951QFG8	UPI00055B6CB5		
6898	A0A951QFG8	UPI00168295B1		
6899	A0A951QFG8	UPI00177E7F0A		
6900	A0A951QFG8	UPI002011CB60		
6901	A0A951QFG8	A0A073CFG4		
6902	A0A951QFG8	A0A1B7UWY5		
6903	A0A951QFG8	A0A2P8WLH3		
6904	A0A951QFG8	A0A6P0L5I6		
6905	A0A951QFG8	A0A8J7B1Y9		
6906	A0A951QFG8	A0A929A8Q8		
6907	A0A951QFG8	A0A930U0I7		
6908	A0A951QFG8	A0A949FUK4		
6909	A0A951QFG8	B4WRA6		
6910	A0A951QFG8	D7DXV3		
6911	A0A951QFG8	UPI000474CAB4		
6912	A0A951QFG8	UPI000E0ADF79		
6913	A0A951QFG8	UPI0015C40143		
6914	A0A951QFG8	UPI0016829620		
6915	A0A951QFG8	UPI001CA79C73		
6916	A0A951QFG8	UPI0021BA9432		
6917	A0A951QFG8	A0A2T1C344		
6918	A0A951QFG8	A0A350YAU1		
6919	A0A951QFG8	A0A7Z9BFW4		
6920	A0A951QFG8	A0A8J7CVS3		
6921	A0A951QFG8	A0A929AQ72		
6922	A0A951QFG8	A0A951NX74		
6923	A0A951QFG8	A0A969GWF5		
6924	A0A951QFG8	UPI000344AA22		
6925	A0A951QFG8	UPI0020122051		
6926	A0A951QFG8	UPI0020C796BC		
6927	A0A951QFG8	UPI0021BA946A		
6928	A0A951QFG8	UPI0023B290D9		
6929	A0A951QFG8	A0A139XHM0		
6930	A0A951QFG8	A0A1B7X725		
6931	A0A951QFG8	A0A2T1CBN1		
6932	A0A951QFG8	A0A2W7B170		
6933	A0A951QFG8	A0A6P0NSF1		
6934	A0A951QFG8	A0A7Z9BWC2		
6935	A0A951QFG8	A0A926P7Q5		
6936	A0A951QFG8	A0A929AW08		
6937	A0A951QFG8	A0A939K9Q5		
6938	A0A951QFG8	A0A951PBC4		
6939	A0A951QFG8	A0A965DGQ6		
6940	A0A951QFG8	A0A9E8ZCQ0		
6941	A0A951QFG8	UPI00030F624D		
6942	A0A951QFG8	UPI001682C78E		
6943	A0A951QFG8	UPI001B32D9CA		
6944	A0A951QFG8	UPI001EDFD09F		
6945	A0A951QFG8	UPI0021BA9C14		
6946	A0A951QFG8	A0A0P4V330		
6947	A0A951QFG8	A0A2T1CF06		
6948	A0A951QFG8	A0A6P0Q751		
6949	A0A951QFG8	A0A7Y3TL08		
6950	A0A951QFG8	A0A841WMV5		
6951	A0A951QFG8	A0A8J7DCP2		
6952	A0A951QFG8	A0A939KX66		
6953	A0A951QFG8	A0A944H1N9		
6954	A0A951QFG8	A0A951PWQ4		
6955	A0A951QFG8	A0A978T0Y2		
6956	A0A951QFG8	UPI000475BC25		
6957	A0A951QFG8	UPI00145C7B6D		
6958	A0A951QFG8	UPI001682D1AA		
6959	A0A951QFG8	A0A6P0QJX1		
6960	A0A951QFG8	A0A8J7E2V3		
6961	A0A951QFG8	A0A8K1IPI6		
6962	A0A951QFG8	A0A926PTI5		
6963	A0A951QFG8	A0A969K6K3		
6964	A0A951QFG8	A0A9D9PG83		
6965	A0A951QFG8	UPI00034604CB		
6966	A0A951QFG8	UPI00145D5986		
6967	A0A951QFG8	UPI001682D248		
6968	A0A951QFG8	UPI0021BB9E9F		
6969	A0A951QFG8	A0A140KDI6		
6970	A0A951QFG8	A0A1J1JC36		
6971	A0A951QFG8	A0A1Z3HG35		
6972	A0A951QFG8	A0A252D5L7		
6973	A0A951QFG8	A0A2T1DCU6		
6974	A0A951QFG8	A0A2T2W928		
6975	A0A951QFG8	A0A328IFV8		
6976	A0A951QFG8	A0A367Q6M9		
6977	A0A951QFG8	A0A6H1U6I0		
6978	A0A951QFG8	A0A6P0R6W8		
6979	A0A951QFG8	A0A951QVE8		
6980	A0A951QFG8	A0A978TNR3		
6981	A0A951QFG8	UPI0002F33E17		
6982	A0A951QFG8	UPI0004856D5D		
6983	A0A951QFG8	UPI0013568CA9		
6984	A0A951QFG8	UPI001682EA24		
6985	A0A951QFG8	UPI001866E6DC		
6986	A0A951QFG8	A0A1J1LL00		
6987	A0A951QFG8	A0A252DUY0		
6988	A0A951QFG8	A0A2T1EIN4		
6989	A0A951QFG8	A0A352X3R2		
6990	A0A951QFG8	A0A367QJA5		
6991	A0A951QFG8	A0A3M1KQL0		
6992	A0A951QFG8	A0A6P0RNM2		
6993	A0A951QFG8	A0A8J7F0I9		
6994	A0A951QFG8	A0A969KQI8		
6995	A0A951QFG8	A0A978U518		
6996	A0A951QFG8	B5W5Y5		
6997	A0A951QFG8	UPI0016833D6F		
6998	A0A951QFG8	UPI00187EFFFD		
6999	A0A951QFG8	UPI001E65622F		
7000	A0A951QFG8	UPI00233120AC		
7001	A0A951QFG8	A0A1U7HSB5		
7002	A0A951QFG8	A0A1Z4FQN8		
7003	A0A951QFG8	A0A2T1EQ22		
7004	A0A951QFG8	A0A367R4Z6		
7005	A0A951QFG8	A0A6J7ZL44		
7006	A0A951QFG8	A0A6P0S8G2		
7007	A0A951QFG8	A0A856M8D5		
7008	A0A951QFG8	A0A8J7FHI5		
7009	A0A951QFG8	A0A926TGZ5		
7010	A0A951QFG8	K9PKC0		
7011	A0A951QFG8	UPI000563C5DA		
7012	A0A951QFG8	UPI00145E399B		
7013	A0A951QFG8	UPI001683C3DB		
7014	A0A951QFG8	UPI002090F306		
7015	A0A951QFG8	UPI00211D7A2B		
7016	A0A951QFG8	A0A1Z4GIS0		
7017	A0A951QFG8	A0A6P0TAQ1		
7018	A0A951QFG8	A0A7C9U0F0		
7019	A0A951QFG8	A0A8J7HEP8		
7020	A0A951QFG8	A0A926TU47		
7021	A0A951QFG8	A0A964BTE0		
7022	A0A951QFG8	A0A968N4L2		
7023	A0A951QFG8	Q3MEP9		
7024	A0A951QFG8	UPI001CFDA76A		
7025	A0A951QFG8	A0A0D8ZWM9		
7026	A0A951QFG8	A0A1U7IK47		
7027	A0A951QFG8	A0A1Z4GXJ8		
7028	A0A951QFG8	A0A352AFQ5		
7029	A0A951QFG8	A0A8J6RSL9		
7030	A0A951QFG8	A0A8J7HZ59		
7031	A0A951QFG8	A0A926U2R3		
7032	A0A951QFG8	A0A969LUB0		
7033	A0A951QFG8	K9Q7Y3		
7034	A0A951QFG8	UPI0002F59F44		
7035	A0A951QFG8	UPI0016844AE1		
7036	A0A951QFG8	UPI001880255B		
7037	A0A951QFG8	A0A0V7ZE44		
7038	A0A951QFG8	A0A1U7JB22		
7039	A0A951QFG8	A0A2R5FNG5		
7040	A0A951QFG8	A0A6M0C6K5		
7041	A0A951QFG8	A0A8J6SA43		
7042	A0A951QFG8	A0A8J7IA59		
7043	A0A951QFG8	A0A926UGB5		
7044	A0A951QFG8	A0A969LWK0		
7045	A0A951QFG8	K9QLJ0		
7046	A0A951QFG8	UPI000349534E		
7047	A0A951QFG8	UPI0016849602		
7048	A0A951QFG8	UPI00232BBF7C		
7049	A0A951QFG8	A0A1Z4IMS6		
7050	A0A951QFG8	A0A261KSU9		
7051	A0A951QFG8	A0A2N6K5U7		
7052	A0A951QFG8	A0A2S6CYR4		
7053	A0A951QFG8	A0A6P0VJN8		
7054	A0A951QFG8	A0A7C3PMY3		
7055	A0A951QFG8	A0A8J6SL22		
7056	A0A951QFG8	A0A8J7JDC7		
7057	A0A951QFG8	A0A926UIA7		
7058	A0A951QFG8	A0A951UBT5		
7059	A0A951QFG8	A0A968PUP1		
7060	A0A951QFG8	A0A969N194		
7061	A0A951QFG8	K9R7W7		
7062	A0A951QFG8	UPI001684B7D7		
7063	A0A951QFG8	UPI0018805E75		
7064	A0A951QFG8	UPI0022388E74		
7065	A0A951QFG8	UPI002362103D		
7066	A0A951QFG8	UPI0023B9933A		
7067	A0A951QFG8	A0A098TI49		
7068	A0A951QFG8	A0A1Z4JLB4		
7069	A0A951QFG8	A0A2N6KI73		
7070	A0A951QFG8	A0A2T2RUY7		
7071	A0A951QFG8	A0A654SDL6		
7072	A0A951QFG8	A0A6M0F6J9		
7073	A0A951QFG8	A0A6P0ZJE6		
7074	A0A951QFG8	A0A8J6SZF5		
7075	A0A951QFG8	A0A968Q4M2		
7076	A0A951QFG8	A0A969NL60		
7077	A0A951QFG8	K9RTD8		
7078	A0A951QFG8	UPI001684E17E		
7079	A0A951QFG8	UPI0018F051A0		
7080	A0A951QFG8	UPI001CC4C413		
7081	A0A951QFG8	A0A1Z4JXP6		
7082	A0A951QFG8	A0A6M0G8S2		
7083	A0A951QFG8	A0A6P1ABR3		
7084	A0A951QFG8	A0A845X550		
7085	A0A951QFG8	A0A8J7KBQ1		
7086	A0A951QFG8	A0A926V4M0		
7087	A0A951QFG8	A0A929FL99		
7088	A0A951QFG8	A0A947DGJ5		
7089	A0A951QFG8	A0A968S2M8		
7090	A0A951QFG8	UPI00168513C8		
7091	A0A951QFG8	UPI0018C4B6D8		
7092	A0A951QFG8	UPI001981D56A		
7093	A0A951QFG8	UPI002238C061		
7094	A0A951QFG8	UPI0023DDE1EA		
7095	A0A951QFG8	A0A1Z4LEI1		
7096	A0A951QFG8	A0A3M1PIP4		
7097	A0A951QFG8	A0A845Y251		
7098	A0A951QFG8	A0A926VJR1		
7099	A0A951QFG8	UPI00034B037F		
7100	A0A951QFG8	UPI0018C4CA14		
7101	A0A951QFG8	UPI001E30358A		
7102	A0A951QFG8	A0A1Z4LWL1		
7103	A0A951QFG8	A0A6H2NIN2		
7104	A0A951QFG8	A0A7T5E3A1		
7105	A0A951QFG8	A0A926VY54		
7106	A0A951QFG8	A0A9E6V319		
7107	A0A951QFG8	Q112C5		
7108	A0A951QFG8	UPI0014437450		
7109	A0A951QFG8	UPI001685424C		
7110	A0A951QFG8	UPI001881642D		
7111	A0A951QFG8	UPI001E29C1A0		
7112	A0A951QFG8	UPI001EFBE9E6		
7113	A0A951QFG8	UPI002072D130		
7114	A0A951QFG8	A0A1Z4NE91		
7115	A0A951QFG8	A0A218Q6G9		
7116	A0A951QFG8	A0A2A2TLY1		
7117	A0A951QFG8	A0A6M0IU38		
7118	A0A951QFG8	A0A926WG78		
7119	A0A951QFG8	A0A937EVF5		
7120	A0A951QFG8	UPI000B59B77C		
7121	A0A951QFG8	UPI001390C880		
7122	A0A951QFG8	UPI0016859D47		
7123	A0A951QFG8	UPI001F0DE714		
7124	A0A951QFG8	UPI001F554512		
7125	A0A951QFG8	A0A0P7ZU26		
7126	A0A951QFG8	A0A0T7BS49		
7127	A0A951QFG8	A0A1Q8ZF39		
7128	A0A951QFG8	A0A1Z4PPT1		
7129	A0A951QFG8	A0A218QHI1		
7130	A0A951QFG8	A0A355DLV8		
7131	A0A951QFG8	A0A522XK45		
7132	A0A951QFG8	A0A7G7VYC3		
7133	A0A951QFG8	A0A926WTR4		
7134	A0A951QFG8	A0A969SJF3		
7135	A0A951QFG8	K9TQ95		
7136	A0A951QFG8	UPI00034B76CA		
7137	A0A951QFG8	UPI0009355987		
7138	A0A951QFG8	UPI0016867AF8		
7139	A0A951QFG8	UPI001F556A7B		
7140	A0A951QFG8	UPI00232CF2B5		
7141	A0A951QFG8	A0A0P8DCH7		
7142	A0A951QFG8	A0A1Z4QGW6		
7143	A0A951QFG8	A0A846C5E6		
7144	A0A951QFG8	A0A926XNN5		
7145	A0A951QFG8	B2ITZ2		
7146	A0A951QFG8	K9U9B7		
7147	A0A951QFG8	UPI0002ABFF69		
7148	A0A951QFG8	UPI0008363220		
7149	A0A951QFG8	UPI00146D4179		
7150	A0A951QFG8	UPI001CC654AB		
7151	A0A951QFG8	UPI00232D4092		
7152	A0A951QFG8	A0A1C0UU52		
7153	A0A951QFG8	A0A1E5QLV5		
7154	A0A951QFG8	A0A2W4WLQ0		
7155	A0A951QFG8	A0A3C0N4S1		
7156	A0A951QFG8	A0A6P1KKH1		
7157	A0A951QFG8	A0A846DGY9		
7158	A0A951QFG8	A0A9D9KCY7		
7159	A0A951QFG8	A0A9E5S2H1		
7160	A0A951QFG8	K9UQ44		
7161	A0A951QFG8	L8M0I4		
7162	A0A951QFG8	UPI00047989A8		
7163	A0A951QFG8	UPI000B20C2AA		
7164	A0A951QFG8	UPI001680AC27		
7165	A0A951QFG8	UPI0016869D3F		
7166	A0A951QFG8	A0A0C1R4Y1		
7167	A0A951QFG8	A0A0S3TIG8		
7168	A0A951QFG8	A0A1C0VCN8		
7169	A0A951QFG8	A0A1T4ZB43		
7170	A0A951QFG8	A0A1Z4RRP8		
7171	A0A951QFG8	A0A4P5ZGE2		
7172	A0A951QFG8	A0A5Q4E1F9		
7173	A0A951QFG8	A0A7S6RC56		
7174	A0A951QFG8	A0A844ICQ6		
7175	A0A951QFG8	A0A8J6US65		
7176	A0A951QFG8	A0A925RIQ3		
7177	A0A951QFG8	A0A926Y9L7		
7178	A0A951QFG8	A0A968X5S5		
7179	A0A951QFG8	A0A969ULJ1		
7180	A0A951QFG8	K9VAC3		
7181	A0A951QFG8	UPI0008DC1BE4		
7182	A0A951QFG8	UPI001C735B66		
7183	A0A951QFG8	UPI00232DE3DA		
7184	A0A951QFG8	A0A0S3TZY9		
7185	A0A951QFG8	A0A166KS65		
7186	A0A951QFG8	A0A1C0VSJ5		
7187	A0A951QFG8	A0A1Z4SAZ4		
7188	A0A951QFG8	A0A235I2P3		
7189	A0A951QFG8	A0A2I8AC54		
7190	A0A951QFG8	A0A372DJI7		
7191	A0A951QFG8	A0A6B3MAQ7		
7192	A0A951QFG8	A0A6M8BJD8		
7193	A0A951QFG8	A0A844IKL3		
7194	A0A951QFG8	A0A846FLT6		
7195	A0A951QFG8	A0A8J6UXH9		
7196	A0A951QFG8	A0A926YEV9		
7197	A0A951QFG8	UPI00144647C6		
7198	A0A951QFG8	UPI0016810201		
7199	A0A951QFG8	UPI001688BACF		
7200	A0A951QFG8	UPI001E30F6DC		
7201	A0A951QFG8	UPI001E43BEA3		
7202	A0A951QFG8	UPI001E4E2089		
7203	A0A951QFG8	A0A1Z4USX9		
7204	A0A951QFG8	A0A235INU2		
7205	A0A951QFG8	A0A3M1TEK2		
7206	A0A951QFG8	A0A6B3MLS4		
7207	A0A951QFG8	A0A7C3VFB1		
7208	A0A951QFG8	A0A846G5M9		
7209	A0A951QFG8	A0A8J6W4M1		
7210	A0A951QFG8	A0A926ZYF1		
7211	A0A951QFG8	K9VSY3		
7212	A0A951QFG8	UPI00047FF922		
7213	A0A951QFG8	UPI001446ABFF		
7214	A0A951QFG8	UPI0016812BDC		
7215	A0A951QFG8	UPI001688F1E5		
7216	A0A951QFG8	UPI001882F0D5		
7217	A0A951QFG8	UPI0020C4F2E0		
7218	A0A951QFG8	A0A0K2M3A4		
7219	A0A951QFG8	A0A1Z4V140		
7220	A0A951QFG8	A0A235J1Z3		
7221	A0A951QFG8	A0A563VVQ4		
7222	A0A951QFG8	A0A6B3NII8		
