	unclustered	mmseqs_cluster	foldseek_cluster
6709	A0A6I0K7N2	UPI0009E5EFC5	
6710	E5WVL0	UPI0009E5EFC5	
6711	A0A1Y4HVV8	UPI0009E5EFC5	
6712	A0A415IYU6	UPI0009E5EFC5	
6713	UPI00210DB571	UPI0009E5EFC5	
6714	UPI0024308C39	UPI0009E5EFC5	
6715	A0A3P2ACE7	UPI0009E5EFC5	
6716	K9DZY5	UPI0009E5EFC5	
6717	UPI00125D43AB	UPI0009E5EFC5	
6718	A0A2R3MTL2	UPI0009E5EFC5	
6719	R5J1N9	UPI0009E5EFC5	
6720	A0A9D2A4Q8	UPI0009E5EFC5	
6721	R6LJH7	UPI0009E5EFC5	
6722	R7E3I1	UPI0009E5EFC5	
6723	A0A3E4KWQ0	UPI0009E5EFC5	
6724	UPI001C2FEF0B	UPI0009E5EFC5	
6725	UPI0023F6CC23	UPI0009E5EFC5	
6726	A0A081U447	UPI0009E5EFC5	
6727	F3PI51	UPI0009E5EFC5	
6728	UPI0018EF7A6A	UPI0009E5EFC5	
6729	F3PX15	UPI0009E5EFC5	
6730	UPI0024565362	UPI0009E5EFC5	
6731	UPI0004450B2C	UPI0009E5EFC5	
6732	A0A3E4XNC0	UPI0009E5EFC5	
6733	A0A926EYK0	UPI0009E5EFC5	
6734	I8VZS5	UPI0009E5EFC5	
6735	UPI00203BEB0F	UPI0009E5EFC5	
6736	UPI0020CB45DA	UPI0009E5EFC5	
6737	A0A125MG64	UPI0009E5EFC5	
6738	A0A562VJ22	UPI0009E5EFC5	
6739	UPI001F1E93A2	UPI0009E5EFC5	
6740	A0A1M6EDG8	UPI0009E5EFC5	
6741	UPI00101D2D60	UPI0009E5EFC5	
6742	UPI001D00CA87	UPI0009E5EFC5	
6743	A0A9D2KUG1	UPI0009E5EFC5	
6744	A0A414KXP9	UPI0009E5EFC5	
6745	A0A4S2B6S2	UPI0009E5EFC5	
6746	A0A449I1C3	UPI0009E5EFC5	
6747	UPI0004889412	UPI0009E5EFC5	
6748	UPI002053A280	UPI0009E5EFC5	
6749	UPI001EDAA851	UPI0009E5EFC5	
6750	A0A939VFD1	UPI0009E5EFC5	
6751	A0A255T031	UPI0009E5EFC5	
6752	A0A2L2WK70	UPI0009E5EFC5	
6753	A0A255TRD7	UPI0009E5EFC5	
6754	A0A1I5HFQ5	UPI0009E5EFC5	
6755	A0A9D5NU15	UPI0009E5EFC5	
6756	R5NZ14	UPI0009E5EFC5	
6757	F3QRQ9	UPI0009E5EFC5	
6758	UPI001CC76509	UPI0009E5EFC5	
6759	UPI001CC5BE22	UPI0009E5EFC5	
6760	A0A4Q0IXY6	UPI0009E5EFC5	
6761	A0A9D5L2B3	UPI0009E5EFC5	
6762	A0A1Q6EFH4	UPI0009E5EFC5	
6763	A0A9D8QSC5	UPI0009E5EFC5	
6764	A0A9D5P7H8	UPI0009E5EFC5	
6765	A0A944G9P0	UPI0009E5EFC5	
6766	A0A9D9LVD4	UPI0009E5EFC5	
6767	UPI000AA06FBE	UPI000AA06FBE	
6768	UPI000CDD9ED0	UPI000CDD9ED0	
6769	UPI0013C3F58E	UPI0013C3F58E	
6770	UPI0023614508	UPI0013C3F58E	
6771	UPI002362FC2B	UPI0013C3F58E	
6772	UPI00064BF53A	UPI0013C3F58E	
6773	UPI001C63DB0E	UPI0013C3F58E	
6774	UPI00147C00C4	UPI00147C00C4	
6775	UPI001AECCEFD	UPI001AECCEFD	
6776	UPI001E456FC5	UPI001E456FC5	
6777	A0A939LRY4	A0A939LRY4	
6778	A0A946YYK6	A0A946YYK6	
6779	A0A951QFG8	A0A951QFG8	
6780	A0A927I6K6	A0A951QFG8	
6781	A0A2H2Y8J0	A0A951QFG8	
6782	UPI00202178DA	A0A951QFG8	
6783	A0A930T9C8	A0A951QFG8	
6784	A0A1Q4RZ64	A0A951QFG8	
6785	UPI00232CE679	A0A951QFG8	
6786	A0A1Z4QWF2	A0A951QFG8	
6787	UPI0016825032	A0A951QFG8	
6788	UPI0021071236	A0A951QFG8	
6789	UPI00187E6336	A0A951QFG8	
6790	Q55483	A0A951QFG8	
6791	A0A068MVL9	A0A951QFG8	
6792	A0A6P1VLH3	A0A951QFG8	
6793	A0A3S0Y5N6	A0A951QFG8	
6794	UPI0002E984BE	A0A951QFG8	
6795	A0A0C2L466	A0A951QFG8	
6796	A0A0D6KDH0	A0A951QFG8	
6797	A0A1Z4IEB7	A0A951QFG8	
6798	A0A969SJA7	A0A951QFG8	
6799	A0A969G144	A0A951QFG8	
6800	A0A1Q4R4R2	A0A951QFG8	
6801	K9Q665	A0A951QFG8	
6802	A0A968ID50	A0A951QFG8	
6803	A0A401IF96	A0A951QFG8	
6804	UPI00067480D7	A0A951QFG8	
6805	A0A977KS75	A0A951QFG8	
6806	A0A3B8Y7A4	A0A951QFG8	
6807	A0A2W7B8U6	A0A951QFG8	
6808	UPI000D1FBDF7	A0A951QFG8	
6809	A0A1U7HDM6	A0A951QFG8	
6810	A3ITL4	A0A951QFG8	
6811	A0A2T1M0E8	A0A951QFG8	
6812	A0A2Z5TAP5	A0A951QFG8	
6813	Q4C4S3	A0A951QFG8	
6814	B1WWH6	A0A951QFG8	
6815	D3ENK7	A0A951QFG8	
6816	UPI00226A2721	A0A951QFG8	
6817	K9T8R1	A0A951QFG8	
6818	UPI001E54E52B	A0A951QFG8	
6819	A0A086CG89	A0A951QFG8	
6820	A0A8J2XF42	A0A951QFG8	
6821	B7K1S6	A0A951QFG8	
6822	B7KH90	A0A951QFG8	
6823	A0A077JH85	A0A951QFG8	
6824	E0UFP8	A0A951QFG8	
6825	UPI0005B2BB75	A0A951QFG8	
6826	B0CAY0	A0A951QFG8	
6827	A0A968HVP3	A0A951QFG8	
6828	A0A2W1JD00	A0A951QFG8	
6829	UPI0002485016	A0A951QFG8	
6830	UPI001BAE8B67	A0A951QFG8	
6831	A0A968YS36	A0A951QFG8	
6832	A0A7X6C9V0	A0A951QFG8	
6833	A0A349JLP5	A0A951QFG8	
6834	A0A7X6CJS4	A0A951QFG8	
6835	A0A2T1CZW3	A0A951QFG8	
6836	UPI001F60F90D	A0A951QFG8	
6837	D8G635	A0A951QFG8	
6838	UPI001554E427	A0A951QFG8	
6839	UPI00020D16FA	A0A951QFG8	
6840	UPI001880A7AA	A0A951QFG8	
6841	UPI002238CBF5	A0A951QFG8	
6842	A0A355CES5	A0A951QFG8	
6843	UPI0018821E72	A0A951QFG8	
6844	A0A976CP08	A0A951QFG8	
6845	UPI001F31BC88	A0A951QFG8	
6846	A0A968Y5J2	A0A951QFG8	
6847	K9VGL6	A0A951QFG8	
6848	A0A2G4F1R5	A0A951QFG8	
6849	A0A976GKM5	A0A951QFG8	
6850	UPI0018830E4D	A0A951QFG8	
6851	UPI000361A398	A0A951QFG8	
6852	A0A969W1J2	A0A951QFG8	
6853	A0A926PN38	A0A951QFG8	
6854	A0A2L2NYW0	A0A951QFG8	
6855	A0A5Q4HGZ1	A0A951QFG8	
6856	A0A844MZJ6	A0A951QFG8	
6857	A0A969CJL3	A0A951QFG8	
6858	K9XPH7	A0A951QFG8	
6859	UPI00227C70B1	A0A951QFG8	
6860	A0A939CS75	A0A951QFG8	
6861	A0A969D6K9	A0A951QFG8	
6862	UPI001448A304	A0A951QFG8	
6863	A0A0F5YIV2	A0A951QFG8	
6864	A0A0M5TIJ0	A0A951QFG8	
6865	A0A939D101	A0A951QFG8	
6866	F4XLC2	A0A951QFG8	
6867	K8GPP0	A0A951QFG8	
6868	UPI0004961217	A0A951QFG8	
6869	UPI0008382184	A0A951QFG8	
6870	UPI000B49F6B3	A0A951QFG8	
6871	UPI0020A81C94	A0A951QFG8	
6872	UPI0022485435	A0A951QFG8	
6873	A0A0M0SUJ8	A0A951QFG8	
6874	A0A4D9CP16	A0A951QFG8	
6875	A0A6G9SKB7	A0A951QFG8	
6876	A0A6P0I394	A0A951QFG8	
6877	A0A853MDI0	A0A951QFG8	
6878	A0A928YX64	A0A951QFG8	
6879	UPI0016822833	A0A951QFG8	
6880	UPI0021E987E1	A0A951QFG8	
6881	A0A1J5GCP4	A0A951QFG8	
6882	A0A6P0I8V8	A0A951QFG8	
6883	A0A8J7A743	A0A951QFG8	
6884	A0A930TL93	A0A951QFG8	
6885	A0A969FBY1	A0A951QFG8	
6886	UPI001A8EDE7F	A0A951QFG8	
6887	UPI001D151F18	A0A951QFG8	
6888	UPI00232F6FF3	A0A951QFG8	
6889	A0A2P8W2V7	A0A951QFG8	
6890	A0A3C1RVH5	A0A951QFG8	
6891	A0A6P0JXM3	A0A951QFG8	
6892	A0A8J7AXT6	A0A951QFG8	
6893	A0A8J7Z2N9	A0A951QFG8	
6894	A0A928ZPV7	A0A951QFG8	
6895	A0A930TSY5	A0A951QFG8	
6896	B4VWB3	A0A951QFG8	
6897	UPI00055B6CB5	A0A951QFG8	
6898	UPI00168295B1	A0A951QFG8	
6899	UPI00177E7F0A	A0A951QFG8	
6900	UPI002011CB60	A0A951QFG8	
6901	A0A073CFG4	A0A951QFG8	
6902	A0A1B7UWY5	A0A951QFG8	
6903	A0A2P8WLH3	A0A951QFG8	
6904	A0A6P0L5I6	A0A951QFG8	
6905	A0A8J7B1Y9	A0A951QFG8	
6906	A0A929A8Q8	A0A951QFG8	
6907	A0A930U0I7	A0A951QFG8	
6908	A0A949FUK4	A0A951QFG8	
6909	B4WRA6	A0A951QFG8	
6910	D7DXV3	A0A951QFG8	
6911	UPI000474CAB4	A0A951QFG8	
6912	UPI000E0ADF79	A0A951QFG8	
6913	UPI0015C40143	A0A951QFG8	
6914	UPI0016829620	A0A951QFG8	
6915	UPI001CA79C73	A0A951QFG8	
6916	UPI0021BA9432	A0A951QFG8	
6917	A0A2T1C344	A0A951QFG8	
6918	A0A350YAU1	A0A951QFG8	
6919	A0A7Z9BFW4	A0A951QFG8	
6920	A0A8J7CVS3	A0A951QFG8	
6921	A0A929AQ72	A0A951QFG8	
6922	A0A951NX74	A0A951QFG8	
6923	A0A969GWF5	A0A951QFG8	
6924	UPI000344AA22	A0A951QFG8	
6925	UPI0020122051	A0A951QFG8	
6926	UPI0020C796BC	A0A951QFG8	
6927	UPI0021BA946A	A0A951QFG8	
6928	UPI0023B290D9	A0A951QFG8	
6929	A0A139XHM0	A0A951QFG8	
6930	A0A1B7X725	A0A951QFG8	
6931	A0A2T1CBN1	A0A951QFG8	
6932	A0A2W7B170	A0A951QFG8	
6933	A0A6P0NSF1	A0A951QFG8	
6934	A0A7Z9BWC2	A0A951QFG8	
6935	A0A926P7Q5	A0A951QFG8	
6936	A0A929AW08	A0A951QFG8	
6937	A0A939K9Q5	A0A951QFG8	
6938	A0A951PBC4	A0A951QFG8	
6939	A0A965DGQ6	A0A951QFG8	
6940	A0A9E8ZCQ0	A0A951QFG8	
6941	UPI00030F624D	A0A951QFG8	
6942	UPI001682C78E	A0A951QFG8	
6943	UPI001B32D9CA	A0A951QFG8	
6944	UPI001EDFD09F	A0A951QFG8	
6945	UPI0021BA9C14	A0A951QFG8	
6946	A0A0P4V330	A0A951QFG8	
6947	A0A2T1CF06	A0A951QFG8	
6948	A0A6P0Q751	A0A951QFG8	
6949	A0A7Y3TL08	A0A951QFG8	
6950	A0A841WMV5	A0A951QFG8	
6951	A0A8J7DCP2	A0A951QFG8	
6952	A0A939KX66	A0A951QFG8	
6953	A0A944H1N9	A0A951QFG8	
6954	A0A951PWQ4	A0A951QFG8	
6955	A0A978T0Y2	A0A951QFG8	
6956	UPI000475BC25	A0A951QFG8	
6957	UPI00145C7B6D	A0A951QFG8	
6958	UPI001682D1AA	A0A951QFG8	
6959	A0A6P0QJX1	A0A951QFG8	
6960	A0A8J7E2V3	A0A951QFG8	
6961	A0A8K1IPI6	A0A951QFG8	
6962	A0A926PTI5	A0A951QFG8	
6963	A0A969K6K3	A0A951QFG8	
6964	A0A9D9PG83	A0A951QFG8	
6965	UPI00034604CB	A0A951QFG8	
6966	UPI00145D5986	A0A951QFG8	
6967	UPI001682D248	A0A951QFG8	
6968	UPI0021BB9E9F	A0A951QFG8	
6969	A0A140KDI6	A0A951QFG8	
6970	A0A1J1JC36	A0A951QFG8	
6971	A0A1Z3HG35	A0A951QFG8	
6972	A0A252D5L7	A0A951QFG8	
6973	A0A2T1DCU6	A0A951QFG8	
6974	A0A2T2W928	A0A951QFG8	
6975	A0A328IFV8	A0A951QFG8	
6976	A0A367Q6M9	A0A951QFG8	
6977	A0A6H1U6I0	A0A951QFG8	
6978	A0A6P0R6W8	A0A951QFG8	
6979	A0A951QVE8	A0A951QFG8	
6980	A0A978TNR3	A0A951QFG8	
6981	UPI0002F33E17	A0A951QFG8	
6982	UPI0004856D5D	A0A951QFG8	
6983	UPI0013568CA9	A0A951QFG8	
6984	UPI001682EA24	A0A951QFG8	
6985	UPI001866E6DC	A0A951QFG8	
6986	A0A1J1LL00	A0A951QFG8	
6987	A0A252DUY0	A0A951QFG8	
6988	A0A2T1EIN4	A0A951QFG8	
6989	A0A352X3R2	A0A951QFG8	
6990	A0A367QJA5	A0A951QFG8	
6991	A0A3M1KQL0	A0A951QFG8	
6992	A0A6P0RNM2	A0A951QFG8	
6993	A0A8J7F0I9	A0A951QFG8	
6994	A0A969KQI8	A0A951QFG8	
6995	A0A978U518	A0A951QFG8	
6996	B5W5Y5	A0A951QFG8	
6997	UPI0016833D6F	A0A951QFG8	
6998	UPI00187EFFFD	A0A951QFG8	
6999	UPI001E65622F	A0A951QFG8	
7000	UPI00233120AC	A0A951QFG8	
7001	A0A1U7HSB5	A0A951QFG8	
7002	A0A1Z4FQN8	A0A951QFG8	
7003	A0A2T1EQ22	A0A951QFG8	
7004	A0A367R4Z6	A0A951QFG8	
7005	A0A6J7ZL44	A0A951QFG8	
7006	A0A6P0S8G2	A0A951QFG8	
7007	A0A856M8D5	A0A951QFG8	
7008	A0A8J7FHI5	A0A951QFG8	
7009	A0A926TGZ5	A0A951QFG8	
7010	K9PKC0	A0A951QFG8	
7011	UPI000563C5DA	A0A951QFG8	
7012	UPI00145E399B	A0A951QFG8	
7013	UPI001683C3DB	A0A951QFG8	
7014	UPI002090F306	A0A951QFG8	
7015	UPI00211D7A2B	A0A951QFG8	
7016	A0A1Z4GIS0	A0A951QFG8	
7017	A0A6P0TAQ1	A0A951QFG8	
7018	A0A7C9U0F0	A0A951QFG8	
7019	A0A8J7HEP8	A0A951QFG8	
7020	A0A926TU47	A0A951QFG8	
7021	A0A964BTE0	A0A951QFG8	
7022	A0A968N4L2	A0A951QFG8	
7023	Q3MEP9	A0A951QFG8	
7024	UPI001CFDA76A	A0A951QFG8	
7025	A0A0D8ZWM9	A0A951QFG8	
7026	A0A1U7IK47	A0A951QFG8	
7027	A0A1Z4GXJ8	A0A951QFG8	
7028	A0A352AFQ5	A0A951QFG8	
7029	A0A8J6RSL9	A0A951QFG8	
7030	A0A8J7HZ59	A0A951QFG8	
7031	A0A926U2R3	A0A951QFG8	
7032	A0A969LUB0	A0A951QFG8	
7033	K9Q7Y3	A0A951QFG8	
7034	UPI0002F59F44	A0A951QFG8	
7035	UPI0016844AE1	A0A951QFG8	
7036	UPI001880255B	A0A951QFG8	
7037	A0A0V7ZE44	A0A951QFG8	
7038	A0A1U7JB22	A0A951QFG8	
7039	A0A2R5FNG5	A0A951QFG8	
7040	A0A6M0C6K5	A0A951QFG8	
7041	A0A8J6SA43	A0A951QFG8	
7042	A0A8J7IA59	A0A951QFG8	
7043	A0A926UGB5	A0A951QFG8	
7044	A0A969LWK0	A0A951QFG8	
7045	K9QLJ0	A0A951QFG8	
7046	UPI000349534E	A0A951QFG8	
7047	UPI0016849602	A0A951QFG8	
7048	UPI00232BBF7C	A0A951QFG8	
7049	A0A1Z4IMS6	A0A951QFG8	
7050	A0A261KSU9	A0A951QFG8	
7051	A0A2N6K5U7	A0A951QFG8	
7052	A0A2S6CYR4	A0A951QFG8	
7053	A0A6P0VJN8	A0A951QFG8	
7054	A0A7C3PMY3	A0A951QFG8	
7055	A0A8J6SL22	A0A951QFG8	
7056	A0A8J7JDC7	A0A951QFG8	
7057	A0A926UIA7	A0A951QFG8	
7058	A0A951UBT5	A0A951QFG8	
7059	A0A968PUP1	A0A951QFG8	
7060	A0A969N194	A0A951QFG8	
7061	K9R7W7	A0A951QFG8	
7062	UPI001684B7D7	A0A951QFG8	
7063	UPI0018805E75	A0A951QFG8	
7064	UPI0022388E74	A0A951QFG8	
7065	UPI002362103D	A0A951QFG8	
7066	UPI0023B9933A	A0A951QFG8	
7067	A0A098TI49	A0A951QFG8	
7068	A0A1Z4JLB4	A0A951QFG8	
7069	A0A2N6KI73	A0A951QFG8	
7070	A0A2T2RUY7	A0A951QFG8	
7071	A0A654SDL6	A0A951QFG8	
7072	A0A6M0F6J9	A0A951QFG8	
7073	A0A6P0ZJE6	A0A951QFG8	
7074	A0A8J6SZF5	A0A951QFG8	
7075	A0A968Q4M2	A0A951QFG8	
7076	A0A969NL60	A0A951QFG8	
7077	K9RTD8	A0A951QFG8	
7078	UPI001684E17E	A0A951QFG8	
7079	UPI0018F051A0	A0A951QFG8	
7080	UPI001CC4C413	A0A951QFG8	
7081	A0A1Z4JXP6	A0A951QFG8	
7082	A0A6M0G8S2	A0A951QFG8	
7083	A0A6P1ABR3	A0A951QFG8	
7084	A0A845X550	A0A951QFG8	
7085	A0A8J7KBQ1	A0A951QFG8	
7086	A0A926V4M0	A0A951QFG8	
7087	A0A929FL99	A0A951QFG8	
7088	A0A947DGJ5	A0A951QFG8	
7089	A0A968S2M8	A0A951QFG8	
7090	UPI00168513C8	A0A951QFG8	
7091	UPI0018C4B6D8	A0A951QFG8	
7092	UPI001981D56A	A0A951QFG8	
7093	UPI002238C061	A0A951QFG8	
7094	UPI0023DDE1EA	A0A951QFG8	
7095	A0A1Z4LEI1	A0A951QFG8	
7096	A0A3M1PIP4	A0A951QFG8	
7097	A0A845Y251	A0A951QFG8	
7098	A0A926VJR1	A0A951QFG8	
7099	UPI00034B037F	A0A951QFG8	
7100	UPI0018C4CA14	A0A951QFG8	
7101	UPI001E30358A	A0A951QFG8	
7102	A0A1Z4LWL1	A0A951QFG8	
7103	A0A6H2NIN2	A0A951QFG8	
7104	A0A7T5E3A1	A0A951QFG8	
7105	A0A926VY54	A0A951QFG8	
7106	A0A9E6V319	A0A951QFG8	
7107	Q112C5	A0A951QFG8	
7108	UPI0014437450	A0A951QFG8	
7109	UPI001685424C	A0A951QFG8	
7110	UPI001881642D	A0A951QFG8	
7111	UPI001E29C1A0	A0A951QFG8	
7112	UPI001EFBE9E6	A0A951QFG8	
7113	UPI002072D130	A0A951QFG8	
7114	A0A1Z4NE91	A0A951QFG8	
7115	A0A218Q6G9	A0A951QFG8	
7116	A0A2A2TLY1	A0A951QFG8	
7117	A0A6M0IU38	A0A951QFG8	
7118	A0A926WG78	A0A951QFG8	
7119	A0A937EVF5	A0A951QFG8	
7120	UPI000B59B77C	A0A951QFG8	
7121	UPI001390C880	A0A951QFG8	
7122	UPI0016859D47	A0A951QFG8	
7123	UPI001F0DE714	A0A951QFG8	
7124	UPI001F554512	A0A951QFG8	
7125	A0A0P7ZU26	A0A951QFG8	
7126	A0A0T7BS49	A0A951QFG8	
7127	A0A1Q8ZF39	A0A951QFG8	
7128	A0A1Z4PPT1	A0A951QFG8	
7129	A0A218QHI1	A0A951QFG8	
7130	A0A355DLV8	A0A951QFG8	
7131	A0A522XK45	A0A951QFG8	
7132	A0A7G7VYC3	A0A951QFG8	
7133	A0A926WTR4	A0A951QFG8	
7134	A0A969SJF3	A0A951QFG8	
7135	K9TQ95	A0A951QFG8	
7136	UPI00034B76CA	A0A951QFG8	
7137	UPI0009355987	A0A951QFG8	
7138	UPI0016867AF8	A0A951QFG8	
7139	UPI001F556A7B	A0A951QFG8	
7140	UPI00232CF2B5	A0A951QFG8	
7141	A0A0P8DCH7	A0A951QFG8	
7142	A0A1Z4QGW6	A0A951QFG8	
7143	A0A846C5E6	A0A951QFG8	
7144	A0A926XNN5	A0A951QFG8	
7145	B2ITZ2	A0A951QFG8	
7146	K9U9B7	A0A951QFG8	
7147	UPI0002ABFF69	A0A951QFG8	
7148	UPI0008363220	A0A951QFG8	
7149	UPI00146D4179	A0A951QFG8	
7150	UPI001CC654AB	A0A951QFG8	
7151	UPI00232D4092	A0A951QFG8	
7152	A0A1C0UU52	A0A951QFG8	
7153	A0A1E5QLV5	A0A951QFG8	
7154	A0A2W4WLQ0	A0A951QFG8	
7155	A0A3C0N4S1	A0A951QFG8	
7156	A0A6P1KKH1	A0A951QFG8	
7157	A0A846DGY9	A0A951QFG8	
7158	A0A9D9KCY7	A0A951QFG8	
7159	A0A9E5S2H1	A0A951QFG8	
7160	K9UQ44	A0A951QFG8	
7161	L8M0I4	A0A951QFG8	
7162	UPI00047989A8	A0A951QFG8	
7163	UPI000B20C2AA	A0A951QFG8	
7164	UPI001680AC27	A0A951QFG8	
7165	UPI0016869D3F	A0A951QFG8	
7166	A0A0C1R4Y1	A0A951QFG8	
7167	A0A0S3TIG8	A0A951QFG8	
7168	A0A1C0VCN8	A0A951QFG8	
7169	A0A1T4ZB43	A0A951QFG8	
7170	A0A1Z4RRP8	A0A951QFG8	
7171	A0A4P5ZGE2	A0A951QFG8	
7172	A0A5Q4E1F9	A0A951QFG8	
7173	A0A7S6RC56	A0A951QFG8	
7174	A0A844ICQ6	A0A951QFG8	
7175	A0A8J6US65	A0A951QFG8	
7176	A0A925RIQ3	A0A951QFG8	
7177	A0A926Y9L7	A0A951QFG8	
7178	A0A968X5S5	A0A951QFG8	
7179	A0A969ULJ1	A0A951QFG8	
7180	K9VAC3	A0A951QFG8	
7181	UPI0008DC1BE4	A0A951QFG8	
7182	UPI001C735B66	A0A951QFG8	
7183	UPI00232DE3DA	A0A951QFG8	
7184	A0A0S3TZY9	A0A951QFG8	
7185	A0A166KS65	A0A951QFG8	
7186	A0A1C0VSJ5	A0A951QFG8	
7187	A0A1Z4SAZ4	A0A951QFG8	
7188	A0A235I2P3	A0A951QFG8	
7189	A0A2I8AC54	A0A951QFG8	
7190	A0A372DJI7	A0A951QFG8	
7191	A0A6B3MAQ7	A0A951QFG8	
7192	A0A6M8BJD8	A0A951QFG8	
7193	A0A844IKL3	A0A951QFG8	
7194	A0A846FLT6	A0A951QFG8	
7195	A0A8J6UXH9	A0A951QFG8	
7196	A0A926YEV9	A0A951QFG8	
7197	UPI00144647C6	A0A951QFG8	
7198	UPI0016810201	A0A951QFG8	
7199	UPI001688BACF	A0A951QFG8	
7200	UPI001E30F6DC	A0A951QFG8	
7201	UPI001E43BEA3	A0A951QFG8	
7202	UPI001E4E2089	A0A951QFG8	
7203	A0A1Z4USX9	A0A951QFG8	
7204	A0A235INU2	A0A951QFG8	
7205	A0A3M1TEK2	A0A951QFG8	
7206	A0A6B3MLS4	A0A951QFG8	
7207	A0A7C3VFB1	A0A951QFG8	
7208	A0A846G5M9	A0A951QFG8	
7209	A0A8J6W4M1	A0A951QFG8	
7210	A0A926ZYF1	A0A951QFG8	
7211	K9VSY3	A0A951QFG8	
7212	UPI00047FF922	A0A951QFG8	
7213	UPI001446ABFF	A0A951QFG8	
7214	UPI0016812BDC	A0A951QFG8	
7215	UPI001688F1E5	A0A951QFG8	
7216	UPI001882F0D5	A0A951QFG8	
7217	UPI0020C4F2E0	A0A951QFG8	
7218	A0A0K2M3A4	A0A951QFG8	
7219	A0A1Z4V140	A0A951QFG8	
7220	A0A235J1Z3	A0A951QFG8	
7221	A0A563VVQ4	A0A951QFG8	
7222	A0A6B3NII8	A0A951QFG8	
7223	A0A7D7LDG6	A0A951QFG8	
7224	A0A832H477	A0A951QFG8	
7225	A0A846HGD6	A0A951QFG8	
7226	A0A8J6WM54	A0A951QFG8	
7227	A0A927AF93	A0A951QFG8	
7228	A0A9D7Z174	A0A951QFG8	
7229	K9WMP1	A0A951QFG8	
7230	M1WQI8	A0A951QFG8	
7231	UPI001108A5AA	A0A951QFG8	
7232	UPI001882F520	A0A951QFG8	
7233	UPI0020A6EC23	A0A951QFG8	
7234	A0A1E2WY13	A0A951QFG8	
7235	A0A1L9QQ76	A0A951QFG8	
7236	A0A6B3P6T7	A0A951QFG8	
7237	A0A8J6XPT1	A0A951QFG8	
7238	A0A927AGT9	A0A951QFG8	
7239	K9WT82	A0A951QFG8	
7240	UPI0004802BA8	A0A951QFG8	
7241	UPI0015BBBFDD	A0A951QFG8	
7242	UPI00194EDD86	A0A951QFG8	
7243	UPI001ABB637D	A0A951QFG8	
7244	UPI001CB9D58D	A0A951QFG8	
7245	A0A0R0M6C3	A0A951QFG8	
7246	A0A1Y0RSU8	A0A951QFG8	
7247	A0A928VUA4	A0A951QFG8	
7248	K7X1L7	A0A951QFG8	
7249	UPI000426A3AE	A0A951QFG8	
7250	UPI001681D6FC	A0A951QFG8	
7251	UPI00232E99C7	A0A951QFG8	
7252	UPI0023E7FDBE	A0A951QFG8	
7253	A0A3D1P5V9	A0A951QFG8	
7254	A0A916VLA1	A0A951QFG8	
7255	A0A928Z3N6	A0A951QFG8	
7256	A0A6M0A750	A0A951QFG8	
7257	A0A845ZAC0	A0A951QFG8	
7258	A0A846AH38	A0A951QFG8	
7259	A0A941JMQ5	A0A951QFG8	
7260	UPI00232B06AF	A0A951QFG8	
7261	UPI0002ACAA0D	A0A951QFG8	
7262	A0A969AUN3	A0A951QFG8	
7263	A0A1V4BRN7	A0A951QFG8	
7264	A0A551ZJA4	A0A951QFG8	
7265	I4FRJ3	A0A951QFG8	
7266	A0A552DQ40	A0A951QFG8	
7267	I4G1J1	A0A951QFG8	
7268	A0A552F0Y0	A0A951QFG8	
7269	A0A5A5S3M2	A0A951QFG8	
7270	I4GFS5	A0A951QFG8	
7271	UPI0004695E5C	A0A951QFG8	
7272	A0A2L2XKH8	A0A951QFG8	
7273	A0A552F816	A0A951QFG8	
7274	I4GXK2	A0A951QFG8	
7275	A0A0A1VU03	A0A951QFG8	
7276	A0A552FGT0	A0A951QFG8	
7277	I4HAZ2	A0A951QFG8	
7278	A0A552FUK8	A0A951QFG8	
7279	I4I022	A0A951QFG8	
7280	A0A552H3P9	A0A951QFG8	
7281	I4I3G3	A0A951QFG8	
7282	A0A552HIZ7	A0A951QFG8	
7283	A0A841UQ31	A0A951QFG8	
7284	I4II23	A0A951QFG8	
7285	A0A552IH76	A0A951QFG8	
7286	A0A841UZY0	A0A951QFG8	
7287	I4IXD8	A0A951QFG8	
7288	A0A552J789	A0A951QFG8	
7289	A0A552M528	A0A951QFG8	
7290	UPI00232B1BC4	A0A951QFG8	
7291	A0A552PL63	A0A951QFG8	
7292	UPI00123085AB	A0A951QFG8	
7293	A0A3E0KV16	A0A951QFG8	
7294	A0A3E0LX77	A0A951QFG8	
7295	A0A5J4FAS0	A0A951QFG8	
7296	L7E3V4	A0A951QFG8	
7297	A0A2Z6UTI8	A0A951QFG8	
7298	UPI0018826377	A0A951QFG8	
7299	UPI001882C921	A0A951QFG8	
7300	A0A2H6BR32	A0A951QFG8	
7301	A0A551Y1H6	A0A951QFG8	
7302	UPI001681C684	A0A951QFG8	
7303	A0A551Z8X9	A0A951QFG8	
7304	UPI001F557BF6	A0A951QFG8	
7305	A0A2W6ZMW0	A0A951QFG8	
7306	UPI0016802E00	A0A951QFG8	
7307	A0A0C1Y341	A0A951QFG8	
7308	A0A930SNV6	A0A951QFG8	
7309	UPI0019512B7E	A0A951QFG8	
7310	A0A6I5PC55	A0A951QFG8	
7311	A0A6G3Z2Q9	A0A951QFG8	
7312	A0A6I5RAU1	A0A951QFG8	
7313	Q8DI30	A0A951QFG8	
7314	UPI00197F6B18	A0A951QFG8	
7315	A0A5C2M6T3	A0A951QFG8	
7316	A0A915V2H0	A0A951QFG8	
