	mmseqs_cluster	unclustered	foldseek_cluster	mmseqs_unclustered
2665	A0A927LZ22	A0A927LZ22		
2666	A0A975IJA4	A0A975IJA4		
2667	UPI000B34D657	UPI000B34D657		
2668	UPI000B34D657	UPI001FE80CC3		
2669	UPI000B34D657	A0A1Y6M685		
2670	UPI000B34D657	A0A2T3K6R5		
2671	UPI000B34D657	UPI0005E53934		
2672	UPI000B34D657	A0A2T3KNJ3		
2673	UPI000B34D657	UPI000D15A2EF		
2674	UPI000B34D657	A0A2G4WMK1		
2675	UPI000B34D657	A0A2T3L070		
2676	UPI000B34D657	A0A855SKK1		
2677	UPI000B34D657	UPI000D15F2BB		
2678	UPI000B34D657	A0A2T3LRF2		
2679	UPI000B34D657	UPI000D16DE31		
2680	UPI000B34D657	A0A2T3M6G8		
2681	UPI000B34D657	UPI001EDFCC33		
2682	UPI000B34D657	A0A2T3MQC8		
2683	UPI000B34D657	UPI000D178E25		
2684	UPI000B34D657	UPI001E2FCB0C		
2685	UPI000B34D657	UPI000D17E53F		
2686	UPI000B34D657	UPI0005D2F4F1		
2687	UPI000B34D657	UPI000D17F65E		
2688	UPI000B34D657	UPI001EE13D8F		
2689	UPI000B34D657	A0A1T5HZ53		
2690	UPI000B34D657	A0A2T3PV31		
2691	UPI000B34D657	UPI0005D38133		
2692	UPI000B34D657	UPI001C90878D		
2693	UPI000B34D657	A0A2T3R308		
2694	UPI000B34D657	UPI0005D3ED5A		
2695	UPI000B34D657	UPI00076A2F6B		
2696	UPI000B34D657	UPI001E33A4D8		
2697	UPI000B34D657	UPI0005D45BE5		
2698	UPI000B34D657	A0A2N4UXI4		
2699	UPI000B34D657	UPI001E5F9C8A		
2700	UPI000B34D657	A0A1T4KRC2		
2701	UPI000B34D657	UPI001E3B4E27		
2702	UPI000B34D657	UPI0013D320BD		
2703	UPI000B34D657	UPI001E4E3B60		
2704	UPI000B34D657	UPI00137065F5		
2705	UPI000B34D657	UPI001E3CC17D		
2706	UPI000B34D657	UPI002110130B		
2707	UPI000B34D657	UPI00020885A2		
2708	UPI000B34D657	UPI001E28758F		
2709	UPI000B34D657	UPI000D150DC6		
2710	UPI000B34D657	A0A1Y6KSL5		
2711	UPI000B34D657	A0A2S7W0S3		
2712	UPI000B34D657	UPI000D1516C2		
2713	UPI000B34D657	A0A2T3I309		
2714	UPI000B34D657	UPI000D153E4A		
2715	UPI000B34D657	A0A2T3IN48		
2716	UPI000B34D657	UPI000D15419C		
2717	UPI000B34D657	UPI0005E403E4		
2718	UPI000B34D657	UPI000D15436B		
2719	UPI000B34D657	A0A2T3JXT9		
2720	UPI000B34D657	UPI0005E4554D		
2721	UPI000B34D657	UPI000D1561B8		
2722	UPI000B34D657	UPI002101D158		
2723	UPI000B34D657	UPI0010FD4447		
2724	UPI000B34D657	A0A1V3I533		
2725	UPI000B34D657	UPI000988F073		
2726	UPI000B34D657	UPI000988FE2A		
2727	UPI000B34D657	UPI001EF1F337		
2728	UPI000B34D657	UPI002243CBA9		
2729	UPI000B34D657	A0A2A4GEI9		
2730	UPI000B34D657	A0A2T3LBA0		
2731	UPI000B34D657	UPI0009890AD9		
2732	UPI000B34D657	UPI001EF4B3B2		
2733	UPI000B34D657	A0A5N4FMU2		
2734	UPI000B34D657	UPI0009892D36		
2735	UPI000B34D657	A0A5N8TAK5		
2736	UPI000B34D657	UPI00098960BC		
2737	UPI000B34D657	UPI0021BFC5A2		
2738	UPI000B34D657	UPI0015943ED7		
2739	UPI000B34D657	A0A432D3S1		
2740	UPI000B34D657	UPI000E30C959		
2741	UPI000B34D657	UPI0007E4339A		
2742	UPI000B34D657	A0A3S3SYW9		
2743	UPI000B34D657	UPI0022B37487		
2744	UPI000B34D657	UPI000D9A4887		
2745	UPI000B34D657	UPI0022B4990C		
2746	UPI000B34D657	UPI0007EF3FC6		
2747	UPI000B34D657	UPI0022B49A89		
2748	UPI000B34D657	UPI0009845600		
2749	UPI000B34D657	UPI000D077C99		
2750	UPI000B34D657	UPI001F51766E		
2751	UPI000B34D657	UPI00084C2A2B		
2752	UPI000B34D657	UPI0009845CDE		
2753	UPI000B34D657	A0A6G9PV45		
2754	UPI000B34D657	UPI00136F4201		
2755	UPI000B34D657	UPI0009860724		
2756	UPI000B34D657	UPI000C85B216		
2757	UPI000B34D657	UPI0009866919		
2758	UPI000B34D657	UPI0009868147		
2759	UPI000B34D657	A0A1V3GWH5		
2760	UPI000B34D657	A0A2T3JR49		
2761	UPI000B34D657	UPI0009889945		
2762	UPI000B34D657	UPI001780F128		
2763	UPI000B34D657	UPI0020050E10		
2764	UPI000B34D657	UPI0004895348		
2765	UPI000B34D657	UPI001B8AC23E		
2766	UPI000B34D657	UPI00202CA86D		
2767	UPI000B34D657	A0A7X4WDR2		
2768	UPI000B34D657	UPI000EA2BB70		
2769	UPI000B34D657	A0A8X8PYE5		
2770	UPI000B34D657	UPI00031630C6		
2771	UPI000B34D657	A0A4Q5KLY2		
2772	UPI000B34D657	A0A6I3Z3B5		
2773	UPI000B34D657	A0A4Q5KUI3		
2774	UPI000B34D657	A0A5Q4ZH56		
2775	UPI000B34D657	A0A1E5ANI6		
2776	UPI000B34D657	UPI000EFC41AA		
2777	UPI000B34D657	UPI001F3DA0D8		
2778	UPI000B34D657	A0A844PCQ1		
2779	UPI000B34D657	UPI0012D887FC		
2780	UPI000B34D657	UPI0012D925DC		
2781	UPI000B34D657	A0A8E1Y4D6		
2782	UPI000B34D657	UPI0012DA2D6B		
2783	UPI000B34D657	UPI0012DA2F79		
2784	UPI000B34D657	UPI0007C4E112		
2785	UPI000B34D657	UPI0012DA5EDA		
2786	UPI000B34D657	UPI0007C5241A		
2787	UPI000B34D657	UPI0007C57C1F		
2788	UPI000B34D657	A0A2S7XFI1		
2789	UPI000B34D657	UPI00105E4F5B		
2790	UPI000B34D657	A0A2S7XMP1		
2791	UPI000B34D657	A0A6N6RRN5		
2792	UPI000B34D657	UPI00101FA4FD		
2793	UPI000B34D657	UPI001F02B630		
2794	UPI000B34D657	UPI0009889D25		
2795	UPI000B34D657	UPI00098977FE		
2796	UPI000B34D657	A0A2T3N4T8		
2797	UPI000B34D657	UPI00098981EE		
2798	UPI000B34D657	A0A2T3NET9		
2799	UPI000B34D657	A0A2T3PBW2		
2800	UPI000B34D657	UPI00098B36C6		
2801	UPI000B34D657	UPI0003B21B52		
2802	UPI000B34D657	UPI000984894B		
2803	UPI000B34D657	UPI0009856A17		
2804	UPI000B34D657	A0A135ZN83		
2805	A0A369B7G9	A0A369B7G9	A0A7W7M238	A0A369B7G9
2806	A0A370QKN6	A0A370QKN6	A0A370QKN6	A0A370QKN6
2807	A0A395JM53	A0A395JM53	A0A1K1XJB1	A0A395JM53
2808	A0A3D9FHD6	A0A3D9FHD6	A0A7W7M238	A0A3D9FHD6
2809	A0A447RLB1	A0A447RLB1	A0A447RLB1	A0A447RLB1
2810	A0A4R2G560	A0A4R2G560	A0A1I1ZHQ3	A0A4R2G560
2811	A0A4R2G560	A0A4R2F8N5	A0A1I1ZHQ3	A0A4R2G560
2812	A0A4R2G560	A0A8B3HA48	A0A1I1ZHQ3	A0A4R2G560
2813	A0A4R2G560	A0A329EFQ6	A0A1I1ZHQ3	A0A4R2G560
2814	A0A4R3MKN9	A0A4R3MKN9	A0A4R6WH34	A0A4R3MKN9
2815	A0A4R3XYD5	A0A4R3XYD5	A0A4V2PSG7	A0A4R3XYD5
2816	A0A4R6SA31	A0A4R6SA31	A0A1V5UA40	A0A4R6SA31
2817	A0A4R7MME0	A0A4R7MME0	A0A7W7M238	A0A4R7MME0
2818	A0A4R8CWE9	A0A4R8CWE9	A0A7X0L4Z6	A0A4R8CWE9
2819	A0A4R8MQK4	A0A4R8MQK4	A0A2H6GRU2	A0A4R8MQK4
2820	A0A561V0U7	A0A561V0U7	A0A1N6GPB3	A0A561V0U7
2821	A0A561V0U7	A0A1C5EEX4	A0A1N6GPB3	A0A561V0U7
2822	A0A561V0U7	A0A3N1U0S2	A0A1N6GPB3	A0A561V0U7
2823	A0A561V0U7	A0A1C4M110	A0A1N6GPB3	A0A561V0U7
2824	A0A561V0U7	A0A3N1SU46	A0A1N6GPB3	A0A561V0U7
2825	A0A561V0U7	A0A1A9CGG2	A0A1N6GPB3	A0A561V0U7
2826	A0A561V0U7	A0A1G5HEN1	A0A1N6GPB3	A0A561V0U7
2827	A0A561V0U7	A0A1H4VEC4	A0A1N6GPB3	A0A561V0U7
2828	A0A561V0U7	A0A1K2CRL5	A0A1N6GPB3	A0A561V0U7
2829	A0A564ZIR7	A0A564ZIR7	A0A1M5WS42	A0A564ZIR7
2830	A0A5M8P315	A0A5M8P315	A0A1M5UZ49	A0A5M8P315
2831	A0A5P9EXM8	A0A5P9EXM8	A0A1K1XJB1	A0A5P9EXM8
2832	A0A660KTK8	A0A660KTK8	A0A839YXT0	A0A660KTK8
2833	A0A6N3FQY2	A0A6N3FQY2	A0A7W7M238	A0A6N3FQY2
2834	A0A6V8LUM5	A0A6V8LUM5	A0A0B0HVF0	A0A6V8LUM5
2835	A0A7G3L760	A0A7G3L760	A0A2H5WJW2	A0A7G3L760
2836	A0A7U9MZA1	A0A7U9MZA1	A0A1I0X3M1	A0A7U9MZA1
2837	A0A7U9X6F3	A0A7U9X6F3	A0A1M5YFS9	A0A7U9X6F3
2838	A0A7U9X6F3	A0A7U9QWZ1	A0A1M5YFS9	A0A7U9X6F3
2839	A0A7U9X6F3	A0A7U9R8E4	A0A1M5YFS9	A0A7U9X6F3
2840	A0A7U9X6F3	A0A7U9SAN7	A0A1M5YFS9	A0A7U9X6F3
2841	A0A7U9X6F3	A0A7U9SJY6	A0A1M5YFS9	A0A7U9X6F3
2842	A0A7U9X6F3	A0A7U9SN51	A0A1M5YFS9	A0A7U9X6F3
2843	A0A7W5TPV4	A0A7W5TPV4	A0A7W5TPV4	A0A7W5TPV4
2844	A0A7W5TPV4	A0A7Z0E8V4	A0A7W5TPV4	A0A7W5TPV4
2845	A0A7W5TPV4	A0A839FX86	A0A7W5TPV4	A0A7W5TPV4
2846	A0A7W6IDT8	A0A7W6IDT8	A0A1I1ZHQ3	A0A7W6IDT8
2847	A0A7W6IDT8	A0A7W4VNQ1	A0A1I1ZHQ3	A0A7W6IDT8
2848	A0A7W6IDT8	A0A1G5B2D2	A0A1I1ZHQ3	A0A7W6IDT8
2849	A0A7W7BQ78	A0A7W7BQ78	A0A1F2PFQ1	A0A7W7BQ78
2850	A0A7W7MFQ2	A0A7W7MFQ2	A0A259UXB3	A0A7W7MFQ2
2851	A0A7W7MFQ2	A0A7W5AJP9	A0A259UXB3	A0A7W7MFQ2
2852	A0A7W7MFQ2	A0A7W7CYD3	A0A259UXB3	A0A7W7MFQ2
2853	A0A7W7MFQ2	A0A7W7GVA1	A0A259UXB3	A0A7W7MFQ2
2854	A0A7W7MFQ2	A0A316F718	A0A259UXB3	A0A7W7MFQ2
2855	A0A7W7MFQ2	A0A327ZG92	A0A259UXB3	A0A7W7MFQ2
2856	A0A7W7KCU3	A0A7W7KCU3	A0A1V5UA40	A0A7W7KCU3
2857	A0A7W7KCU3	A0A7W6FYV3	A0A1V5UA40	A0A7W7KCU3
2858	A0A7W8W7S6	A0A7W8W7S6	A0A7W8W7S6	A0A7W8W7S6
2859	A0A7W8W7S6	A0A7W8V552	A0A7W8W7S6	A0A7W8W7S6
2860	A0A7W8W7S6	A0A7W8WII8	A0A7W8W7S6	A0A7W8W7S6
2861	A0A7W8W7S6	A0A7W8PIE9	A0A7W8W7S6	A0A7W8W7S6
2862	A0A7W8W7S6	A0A7W8RW44	A0A7W8W7S6	A0A7W8W7S6
2863	A0A7W8W7S6	A0A7W8L1D8	A0A7W8W7S6	A0A7W8W7S6
2864	A0A7W8W7S6	A0A1H1K1D1	A0A7W8W7S6	A0A7W8W7S6
2865	A0A7W8W7S6	A0A4R6EUJ1	A0A7W8W7S6	A0A7W8W7S6
2866	A0A7W9JKT9	A0A7W9JKT9	A0A259UXB3	A0A7W9JKT9
2867	A0A7W9JKT9	A0A4Y8WYV6	A0A259UXB3	A0A7W9JKT9
2868	A0A7Z0D5G3	A0A7Z0D5G3	A0A4R6LXJ8	A0A7Z0D5G3
2869	A0A839WR06	A0A839WR06	A0A4R3YH71	A0A839WR06
2870	A0A840E1T5	A0A840E1T5	A0A7W7M238	A0A840E1T5
2871	A0A841HMQ2	A0A841HMQ2	A0A1M5B8R8	A0A841HMQ2
2872	A0A841L3H5	A0A841L3H5	A0A3N1XYR4	A0A841L3H5
2873	A0A841R5S6	A0A841R5S6	A0A6N3EI03	A0A841R5S6
2874	A0A846MSE6	A0A846MSE6	A0A2H6GRU2	A0A846MSE6
2875	K7SQR9	K7SQR9	K7SQR9	K7SQR9
2876	A0A4R6WEM7	A0A4R6WEM7	A0A2H6GRU2	A0A4R6WEM7
2877	A0A4R6WEM7	A0A1T5ET71	A0A2H6GRU2	A0A4R6WEM7
2878	A0A4R6WEM7	A0A1I6RBQ2	A0A2H6GRU2	A0A4R6WEM7
2879	A0A4R6WEM7	A0A1H5VHE7	A0A2H6GRU2	A0A4R6WEM7
2880	A0A4R6WEM7	A0A239YR67	A0A2H6GRU2	A0A4R6WEM7
2881	A0A542QTN4	A0A542QTN4	A0A285NHK7	A0A542QTN4
2882	A0A542QTN4	A0A1I4DE56	A0A285NHK7	A0A542QTN4
2883	A0A543B0E1	A0A543B0E1	A0A7W7M238	A0A543B0E1
2884	A0A5J4E536	A0A5J4E536	A0A1K1XJB1	A0A5J4E536
2885	A0A6N3C7K2	A0A6N3C7K2	A0A2K4ZCZ0	A0A6N3C7K2
2886	A0A6N3HF07	A0A6N3HF07	A0A6N3HF07	A0A6N3HF07
2887	A0A6N3HF07	A0A6N2RK78	A0A6N3HF07	A0A6N3HF07
2888	A0A7U9RH74	A0A7U9RH74	A0A7U9RH74	A0A7U9RH74
2889	A0A7W4LS90	A0A7W4LS90		
2890	A0A7W4LS90	A0A7W4LTF7		
2891	A0A7W4W7P9	A0A7W4W7P9	A0A0K2RR28	A0A7W4W7P9
2892	A0A7W5P753	A0A7W5P753	A0A1A9GQM0	A0A7W5P753
2893	A0A7W8C408	A0A7W8C408	A0A1K1XJB1	A0A7W8C408
2894	A0A7W8G7S6	A0A7W8G7S6	A0A7W9ZAP9	A0A7W8G7S6
2895	A0A7W8KEL9	A0A7W8KEL9	A0A7W8KEL9	A0A7W8KEL9
2896	A0A7W9L3I4	A0A7W9L3I4	A0A1N6GPB3	A0A7W9L3I4
2897	A0A7X0A5Z1	A0A7X0A5Z1	A0A841LRG8	A0A7X0A5Z1
2898	A0A7X5Y506	A0A7X5Y506	A0A7W7M238	A0A7X5Y506
2899	A0A7Y9XVU2	A0A7Y9XVU2	A0A841H5D1	A0A7Y9XVU2
2900	A0A7Y9XVU2	A0A1I5N172	A0A841H5D1	A0A7Y9XVU2
2901	A0A7Y9XVU2	A0A7W6DXL6	A0A841H5D1	A0A7Y9XVU2
2902	A0A839SXE6	A0A839SXE6	A0A4R6WL96	A0A839SXE6
2903	A0A840BXA3	A0A840BXA3	A0A1K1XJB1	A0A840BXA3
2904	A0A840IA06	A0A840IA06	A0A7X0L4Z6	A0A840IA06
2905	A0A0P0FUY6	A0A0P0FUY6	A0A6L5C0G8	A0A0P0FUY6
2906	A0A0P0FUY6	A0A108T442	A0A6L5C0G8	A0A0P0FUY6
2907	A0A0P0FUY6	A0A6F9ZCX1	A0A6L5C0G8	A0A0P0FUY6
2908	A0A0P0FUY6	A0A7J0A187	A0A6L5C0G8	A0A0P0FUY6
2909	A0A0P0FUY6	A0A2M9V8S2	A0A6L5C0G8	A0A0P0FUY6
2910	A0A110B179	A0A110B179	A0A1M5B8R8	A0A110B179
2911	A0A1G4GBE0	A0A1G4GBE0	A0A2H6GRU2	A0A1G4GBE0
2912	A0A1H0Y9V3	A0A1H0Y9V3	A0A251XY06	A0A1H0Y9V3
2913	A0A1H0Y9V3	A0A7W3R358	A0A251XY06	A0A1H0Y9V3
2914	A0A1H0Y9V3	A0A285XXC8	A0A251XY06	A0A1H0Y9V3
2915	A0A1H0Y9V3	A0A4R1KP16	A0A251XY06	A0A1H0Y9V3
2916	A0A1H0Y9V3	A0A4R6DKY3	A0A251XY06	A0A1H0Y9V3
2917	A0A1H0Y9V3	A0A1I2JP33	A0A251XY06	A0A1H0Y9V3
2918	A0A1H0Y9V3	A0A3N1K0V0	A0A251XY06	A0A1H0Y9V3
2919	A0A1H0Y9V3	A0A3N1NKV6	A0A251XY06	A0A1H0Y9V3
2920	A0A1H0Y9V3	A0A4V2QHC8	A0A251XY06	A0A1H0Y9V3
2921	A0A1H0Y9V3	A0A3N4VX44	A0A251XY06	A0A1H0Y9V3
2922	A0A1H0Y9V3	A0A3N2GL27	A0A251XY06	A0A1H0Y9V3
2923	A0A1H0Y9V3	A0A3N1YDC1	A0A251XY06	A0A1H0Y9V3
2924	A0A1H0Y9V3	A0A4V2VHZ2	A0A251XY06	A0A1H0Y9V3
2925	A0A1H0Y9V3	A0A4R1SW50	A0A251XY06	A0A1H0Y9V3
2926	A0A1H0Y9V3	A0A4R3UEB3	A0A251XY06	A0A1H0Y9V3
2927	A0A1H3MXH1	A0A1H3MXH1	A0A4R6WH34	A0A1H3MXH1
2928	A0A1H4JU29	A0A1H4JU29	A0A6N3GDT2	A0A1H4JU29
2929	A0A1H9I8Q7	A0A1H9I8Q7	A0A7W9ZAP9	A0A1H9I8Q7
2930	A0A1H9I8Q7	A0A1T4K9K8	A0A7W9ZAP9	A0A1H9I8Q7
2931	A0A1I0C9A8	A0A1I0C9A8	A0A4R6WH34	A0A1I0C9A8
2932	A0A1I0C9A8	A0A1M6M4B8	A0A4R6WH34	A0A1I0C9A8
2933	A0A1I3SKU6	A0A1I3SKU6	A0A7X0L4Z6	A0A1I3SKU6
2934	A0A1I3SKU6	A0A7W0CDV9	A0A7X0L4Z6	A0A1I3SKU6
2935	A0A1I3SKU6	A0A2T0N9D4	A0A7X0L4Z6	A0A1I3SKU6
2936	A0A1I3SKU6	A0A7W9LCE5	A0A7X0L4Z6	A0A1I3SKU6
2937	A0A1I3SKU6	A0A1G7SBF9	A0A7X0L4Z6	A0A1I3SKU6
2938	A0A1I3SKU6	A0A543J088	A0A7X0L4Z6	A0A1I3SKU6
2939	A0A1I3SKU6	A0A1H1FSX0	A0A7X0L4Z6	A0A1I3SKU6
2940	A0A1I3SKU6	A0A7W9DRV6	A0A7X0L4Z6	A0A1I3SKU6
2941	A0A1I3SKU6	A0A7X0M7L2	A0A7X0L4Z6	A0A1I3SKU6
2942	A0A1I3SKU6	A0A7W7DGX0	A0A7X0L4Z6	A0A1I3SKU6
2943	A0A1I6DUM0	A0A1I6DUM0	A0A4R6WH34	A0A1I6DUM0
2944	A0A1I7PHY3	A0A1I7PHY3	A0A4R3YH71	A0A1I7PHY3
2945	A0A1M5BNV1	A0A1M5BNV1	A0A4R3YH71	A0A1M5BNV1
2946	A0A1M5RY36	A0A1M5RY36	A0A1M7RYE3	A0A1M5RY36
2947	A0A1M5RY36	A0A841GRV3	A0A1M7RYE3	A0A1M5RY36
2948	A0A1M6D785	A0A1M6D785	A0A1H5RLM9	A0A1M6D785
2949	A0A1M7TGL7	A0A1M7TGL7	A0A7W7M238	A0A1M7TGL7
2950	A0A1N7K156	A0A1N7K156	A0A6N3EI03	A0A1N7K156
2951	A0A1N7K156	A0A1G8USU5	A0A6N3EI03	A0A1N7K156
2952	A0A1S7DSJ2	A0A1S7DSJ2	A0A259UPC1	A0A1S7DSJ2
2953	A0A1S7DSJ2	A0A6N4X6G6	A0A259UPC1	A0A1S7DSJ2
2954	A0A1S7DSJ2	A0A4P6ZE12	A0A259UPC1	A0A1S7DSJ2
2955	A0A1S7DSJ2	A0A1A7KHW0	A0A259UPC1	A0A1S7DSJ2
2956	A0A1S7DSJ2	A0A6N4XQR6	A0A259UPC1	A0A1S7DSJ2
2957	A0A0B5QFU5	A0A0B5QFU5	A0A1H5RLM9	A0A0B5QFU5
2958	A0A0F0KNT8	A0A0F0KNT8	A0A1V6JGM4	A0A0F0KNT8
2959	A0A0K6H7J4	A0A0K6H7J4	A0A251XY06	A0A0K6H7J4
2960	A0A0K6H7J4	A0A318JLX8	A0A251XY06	A0A0K6H7J4
2961	A0A0K6H7J4	A0A495BD24	A0A251XY06	A0A0K6H7J4
2962	A0A0P0REQ7	A0A0P0REQ7	A0A1M7P1H2	A0A0P0REQ7
2963	A0A0R3JUD6	A0A0R3JUD6	A0A7W7M238	A0A0R3JUD6
2964	A0A120A229	A0A120A229	A0A1V6JGM4	A0A120A229
2965	A0A151B110	A0A151B110	A0A1H5RLM9	A0A151B110
2966	A0A151B110	A0A1J5NFA6	A0A1H5RLM9	A0A151B110
2967	A0A163D3W7	A0A163D3W7	A0A4R6WH34	A0A163D3W7
2968	A0A1C6N4F2	A0A1C6N4F2	A0A4R6WH34	A0A1C6N4F2
2969	A0A1C6N4F2	A0A1C6P7M1	A0A4R6WH34	A0A1C6N4F2
2970	A0A1C6N4F2	A0A327V653	A0A4R6WH34	A0A1C6N4F2
2971	A0A1G5RR88	A0A1G5RR88	A0A542VZJ6	A0A1G5RR88
2972	A0A1G7J0Q5	A0A1G7J0Q5	A0A1V5UA40	A0A1G7J0Q5
2973	A0A1G7J0Q5	A0A1I1UUK7	A0A1V5UA40	A0A1G7J0Q5
2974	A0A1G7J0Q5	A0A1G4X875	A0A1V5UA40	A0A1G7J0Q5
2975	A0A1G7J0Q5	A0A1H0BFF4	A0A1V5UA40	A0A1G7J0Q5
2976	A0A1G7J0Q5	A0A1H0LVU5	A0A1V5UA40	A0A1G7J0Q5
2977	A0A1G7J0Q5	A0A1G9Q2D3	A0A1V5UA40	A0A1G7J0Q5
2978	A0A1G7J0Q5	A0A1H3NGL0	A0A1V5UA40	A0A1G7J0Q5
2979	A0A1G7J0Q5	A0A1I0DST0	A0A1V5UA40	A0A1G7J0Q5
2980	A0A1G7J0Q5	A0A1I5RHX1	A0A1V5UA40	A0A1G7J0Q5
2981	A0A1G7J0Q5	A0A521C2S4	A0A1V5UA40	A0A1G7J0Q5
2982	A0A1G7J0Q5	A0A2T0U062	A0A1V5UA40	A0A1G7J0Q5
2983	A0A1G7J0Q5	A0A846LD31	A0A1V5UA40	A0A1G7J0Q5
2984	A0A1G7J0Q5	A0A1I5TWN0	A0A1V5UA40	A0A1G7J0Q5
2985	A0A1G7J0Q5	A0A317QDX0	A0A1V5UA40	A0A1G7J0Q5
2986	A0A1G7J0Q5	A0A521C5N1	A0A1V5UA40	A0A1G7J0Q5
2987	A0A1G7J0Q5	A0A1I7CC73	A0A1V5UA40	A0A1G7J0Q5
2988	A0A1V4WPT8	A0A1V4WPT8	A0A0B0HVF0	A0A1V4WPT8
2989	A0A1V4WPT8	A0A1V5BZP0	A0A0B0HVF0	A0A1V4WPT8
2990	A0A1V4WPT8	A0A1V5C4F0	A0A0B0HVF0	A0A1V4WPT8
2991	A0A1V5IA68	A0A1V5IA68	A0A1S1HA55	A0A1V5IA68
2992	A0A1V5LFP1	A0A1V5LFP1	A0A1I1ZHQ3	A0A1V5LFP1
2993	A0A1V5THU2	A0A1V5THU2	A0A2H6GRU2	A0A1V5THU2
2994	A0A1V5W9S9	A0A1V5W9S9	A0A7W7M238	A0A1V5W9S9
2995	A0A1V6AD43	A0A1V6AD43	A0A1V5UA40	A0A1V6AD43
2996	A0A1V6C2U0	A0A1V6C2U0	A0A7W7M238	A0A1V6C2U0
2997	A0A1V6HKE6	A0A1V6HKE6	A0A2H6GRU2	A0A1V6HKE6
2998	A0A1V6JRH7	A0A1V6JRH7	A0A7W7M238	A0A1V6JRH7
2999	A0A1W1ZP53	A0A1W1ZP53	A0A1I1ZHQ3	A0A1W1ZP53
3000	A0A1W1ZP53	A0A852X693	A0A1I1ZHQ3	A0A1W1ZP53
3001	A0A1W1ZP53	A0A852VPV0	A0A1I1ZHQ3	A0A1W1ZP53
3002	A0A1W6UT88	A0A1W6UT88	A0A6B8N5K1	A0A1W6UT88
3003	A0A1Y5ZAS3	A0A1Y5ZAS3	A0A7W7M238	A0A1Y5ZAS3
3004	A0A231GX51	A0A231GX51	A0A231GX51	A0A231GX51
3005	A0A238XEL1	A0A238XEL1	A0A1I1ZHQ3	A0A238XEL1
3006	A0A238XEL1	A0A7W7MUC0	A0A1I1ZHQ3	A0A238XEL1
3007	A0A238XEL1	A0A7W5AJM5	A0A1I1ZHQ3	A0A238XEL1
3008	A0A238XEL1	A0A7W7GVA9	A0A1I1ZHQ3	A0A238XEL1
3009	A0A238XEL1	A0A7W7HDN3	A0A1I1ZHQ3	A0A238XEL1
3010	A0A238XEL1	A0A1A9B5S6	A0A1I1ZHQ3	A0A238XEL1
3011	A0A238XEL1	A0A7Z0BFR5	A0A1I1ZHQ3	A0A238XEL1
3012	A0A238XEL1	A0A1C4WR06	A0A1I1ZHQ3	A0A238XEL1
3013	A0A238XEL1	A0A840W2T2	A0A1I1ZHQ3	A0A238XEL1
3014	A0A238XEL1	A0A3E2YW53	A0A1I1ZHQ3	A0A238XEL1
3015	A0A238XEL1	A0A1C5K936	A0A1I1ZHQ3	A0A238XEL1
3016	A0A238XEL1	A0A846RGM0	A0A1I1ZHQ3	A0A238XEL1
3017	A0A238XEL1	A0A1C6VQY4	A0A1I1ZHQ3	A0A238XEL1
3018	A0A238XEL1	A0A1A9A4T9	A0A1I1ZHQ3	A0A238XEL1
3019	A0A238XEL1	A0A4R6JUE6	A0A1I1ZHQ3	A0A238XEL1
3020	A0A238XEL1	A0A7W7CXF6	A0A1I1ZHQ3	A0A238XEL1
3021	A0A238XEL1	A0A7W7WNE9	A0A1I1ZHQ3	A0A238XEL1
3022	A0A238XEL1	A0A841BVT0	A0A1I1ZHQ3	A0A238XEL1
3023	A0A251XLZ2	A0A251XLZ2	A0A1J5JE75	A0A251XLZ2
3024	A0A2H5YFV5	A0A2H5YFV5	A0A1V5UA40	A0A2H5YFV5
3025	A0A2M9A4I9	A0A2M9A4I9	A0A7W7M238	A0A2M9A4I9
3026	A0A2T0VID6	A0A2T0VID6	A0A259UXB3	A0A2T0VID6
3027	A0A2X1PVW3	A0A2X1PVW3	A0A2X1PVW3	A0A2X1PVW3
3028	A0A2Z6UPX1	A0A2Z6UPX1	A0A1I1ZHQ3	A0A2Z6UPX1
3029	A0A366JKI0	A0A366JKI0	A0A366JKI0	A0A366JKI0
3030	A0A369APE1	A0A369APE1	A0A1V5W530	A0A369APE1
3031	A0A399F503	A0A399F503	A0A399F503	A0A399F503
3032	A0A3M0CF44	A0A3M0CF44	A0A251XY06	A0A3M0CF44
3033	A0A3N2DG71	A0A3N2DG71	A0A1K1XJB1	A0A3N2DG71
3034	A0A3Q9J1U9	A0A3Q9J1U9	A0A3Q9J1U9	A0A3Q9J1U9
3035	A0A3S9LBX3	A0A3S9LBX3	A0A839YXT0	A0A3S9LBX3
3036	A0A3S9LBX3	A0A0N8TYG5	A0A839YXT0	A0A3S9LBX3
3037	A0A3S9LBX3	A0A1G8KGE0	A0A839YXT0	A0A3S9LBX3
3038	A0A4P6PZX6	A0A4P6PZX6	A0A0B0HVF0	A0A4P6PZX6
3039	A0A4P6PZX6	A0A8F8UAT9	A0A0B0HVF0	A0A4P6PZX6
3040	A0A4Q2M1I5	A0A4Q2M1I5	A0A4R6WL96	A0A4Q2M1I5
3041	A0A4R1FBM7	A0A4R1FBM7	A0A4R6WL96	A0A4R1FBM7
3042	A0A4R3GXE9	A0A4R3GXE9	A0A1N6GPB3	A0A4R3GXE9
3043	A0A4R3GXE9	A0A7W5TJE4	A0A1N6GPB3	A0A4R3GXE9
3044	A0A4R3GXE9	A0A7W5LUY8	A0A1N6GPB3	A0A4R3GXE9
