mmseqs_cluster	unclustered
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A8G0TVL2|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0006A7FEE8|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001066DF5D|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0018E95892|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A8I2B7A7|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0006A895C1|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00114DA814|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001B262D74|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0007AF4C9C|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00119A58AF|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001C219811|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0007E51093|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0011AAB6EB|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001C24AB12|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00083FEE74|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI0011AADBF7|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001C24B084|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00084653E7|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI001FB405DE|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A7D7C772|897|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_UPI00106322F1|888|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A916BQR8|1821|g__Thermoflexales.s__Thermoflexales_species	DL-endopeptidase_UniRef100_A0A916BQR8|1821|g__Thermoflexales.s__Thermoflexales_species
DL-endopeptidase_UniRef100_A0A916BQR8|1821|g__Thermoflexales.s__Thermoflexales_species	DL-endopeptidase_UniRef100_A0A1V5WBM4|1800|g__Chloroflexi.s__Chloroflexi_species
DL-endopeptidase_UniRef100_A0A916BQR8|1821|g__Thermoflexales.s__Thermoflexales_species	DL-endopeptidase_UniRef100_A0A1V5VNS6|1182|g__Chloroflexi.s__Chloroflexi_species
DL-endopeptidase_UniRef100_A0A0J1FLR6|960|g__Desulfosporosinus.s__Desulfosporosinus_species	DL-endopeptidase_UniRef100_A0A0J1FLR6|960|g__Desulfosporosinus.s__Desulfosporosinus_species
DL-endopeptidase_UniRef100_A0A2S9YFI4|930|g__Enhygromyxa.s__Enhygromyxa_species	DL-endopeptidase_UniRef100_A0A2S9YFI4|930|g__Enhygromyxa.s__Enhygromyxa_species
DL-endopeptidase_UniRef100_A0A174E8P5|1191|g__Faecalicatena.s__Faecalicatena_species	DL-endopeptidase_UniRef100_A0A174E8P5|1191|g__Faecalicatena.s__Faecalicatena_species
DL-endopeptidase_UniRef100_A0A174E8P5|1191|g__Faecalicatena.s__Faecalicatena_species	DL-endopeptidase_UniRef100_A0A6N3A1S5|1140|g__Ruminococcus.s__Ruminococcus_species
DL-endopeptidase_UniRef100_A0A174E8P5|1191|g__Faecalicatena.s__Faecalicatena_species	DL-endopeptidase_UniRef100_A0A1C6CHR2|1134|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A174E8P5|1191|g__Faecalicatena.s__Faecalicatena_species	DL-endopeptidase_UniRef100_A0A6N2ZEM6|1134|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A174E8P5|1191|g__Faecalicatena.s__Faecalicatena_species	DL-endopeptidase_UniRef100_A0A1C5QEB1|1122|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1T4UDV6|564|g__Photobacterium.s__Photobacterium_species	DL-endopeptidase_UniRef100_A0A1T4UDV6|564|g__Photobacterium.s__Photobacterium_species
DL-endopeptidase_UniRef100_A0A1T4UDV6|564|g__Photobacterium.s__Photobacterium_species	DL-endopeptidase_UniRef100_A0A1Y6L231|561|g__Photobacterium.s__Photobacterium_species
DL-endopeptidase_UniRef100_A0A1T4UDV6|564|g__Photobacterium.s__Photobacterium_species	DL-endopeptidase_UniRef100_A0A1Y6MQH2|561|g__Photobacterium.s__Photobacterium_species
DL-endopeptidase_UniRef100_A0A1T4UDV6|564|g__Photobacterium.s__Photobacterium_species	DL-endopeptidase_UniRef100_A0A1Y6MUC8|534|g__Photobacterium.s__Photobacterium_species
DL-endopeptidase_UniRef100_A0A1T4UDV6|564|g__Photobacterium.s__Photobacterium_species	DL-endopeptidase_UniRef100_A0A2X1WCF1|525|g__Photobacterium.s__Photobacterium_species
DL-endopeptidase_UniRef100_A0A1T4UDV6|564|g__Photobacterium.s__Photobacterium_species	DL-endopeptidase_UniRef100_A0A1T5I5A5|549|g__Photobacterium.s__Photobacterium_species
DL-endopeptidase_UniRef100_A0A3P1BK63|1746|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A3P1BK63|1746|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A6M1YJ42|663|g__Chlamydiae.s__Chlamydiae_species	DL-endopeptidase_UniRef100_A0A6M1YJ42|663|g__Chlamydiae.s__Chlamydiae_species
DL-endopeptidase_UniRef100_A0A6F8ZGF4|1038|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A6F8ZGF4|1038|g__Firmicutes.s__Firmicutes_species
DL-endopeptidase_UniRef100_A0A8B4YK50|1137|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A8B4YK50|1137|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A8B4YK50|1137|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A7H4UHU4|1131|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A8B4YK50|1137|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A199QGC2|1068|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A8B4YK50|1137|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A2S9VQ97|1116|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A8B4YK50|1137|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A2S9VWX9|1116|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A8B4YK50|1137|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A2R3JQ84|1038|g__Lactobacillus.s__Lactobacillus_species
DL-endopeptidase_UniRef100_A0A8B4YK50|1137|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A837NG43|1053|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A8B4YK50|1137|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A166PAQ3|1053|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A8B4YK50|1137|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A6P1PI23|1053|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A8B4YK50|1137|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A2R3JWI6|1029|g__Lactobacillus.s__Lactobacillus_species
DL-endopeptidase_UniRef100_A0A8B4YK50|1137|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A660DUY8|1107|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A8B4YK50|1137|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A1W6NUB1|1110|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A8B4YK50|1137|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A151G1C0|1065|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A8B4YK50|1137|g__Lactiplantibacillus.s__Lactiplantibacillus_species	DL-endopeptidase_UniRef100_A0A1E3KWC1|1065|g__Lactiplantibacillus.s__Lactiplantibacillus_species
DL-endopeptidase_UniRef100_A0A1C5KMM8|1764|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A1C5KMM8|1764|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5VJV2|1326|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A1C5VJV2|1326|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C6KPI7|1131|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A1C6KPI7|1131|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1V4SIA2|1224|g__Ruminiclostridium.s__Ruminiclostridium_species	DL-endopeptidase_UniRef100_A0A1V4SIA2|1224|g__Ruminiclostridium.s__Ruminiclostridium_species
DL-endopeptidase_UniRef100_A0A1V5YPB2|801|g__Bacteroidetes.s__Bacteroidetes_species	DL-endopeptidase_UniRef100_A0A1V5YPB2|801|g__Bacteroidetes.s__Bacteroidetes_species
DL-endopeptidase_UniRef100_A0A2R8AFF2|837|g__Pontivivens.s__Pontivivens_species	DL-endopeptidase_UniRef100_A0A2R8AFF2|837|g__Pontivivens.s__Pontivivens_species
DL-endopeptidase_UniRef100_A0A378I0S2|1488|g__Legionella.s__Legionella_species	DL-endopeptidase_UniRef100_A0A378I0S2|1488|g__Legionella.s__Legionella_species
DL-endopeptidase_UniRef100_A0A917VZF3|897|g__Sporolactobacillus.s__Sporolactobacillus_species	DL-endopeptidase_UniRef100_A0A917VZF3|897|g__Sporolactobacillus.s__Sporolactobacillus_species
DL-endopeptidase_UniRef100_A0A917VZF3|897|g__Sporolactobacillus.s__Sporolactobacillus_species	DL-endopeptidase_UniRef100_A0A5K7WW72|894|g__Sporolactobacillus.s__Sporolactobacillus_species
DL-endopeptidase_UniRef100_U5Q6I1|1206|g__Bacteroidales.s__Bacteroidales_species	DL-endopeptidase_UniRef100_U5Q6I1|1206|g__Bacteroidales.s__Bacteroidales_species
DL-endopeptidase_UniRef100_A0A1V6BVN9|1836|g__Spirochaetes.s__Spirochaetes_species	DL-endopeptidase_UniRef100_A0A1V6BVN9|1836|g__Spirochaetes.s__Spirochaetes_species
DL-endopeptidase_UniRef100_A0A1V5YL97|765|g__Chloroflexi.s__Chloroflexi_species	DL-endopeptidase_UniRef100_A0A1V5YL97|765|g__Chloroflexi.s__Chloroflexi_species
DL-endopeptidase_UniRef100_A0A381ECX2|483|g__Cardiobacterium.s__Cardiobacterium_species	DL-endopeptidase_UniRef100_A0A381ECX2|483|g__Cardiobacterium.s__Cardiobacterium_species
DL-endopeptidase_UniRef100_A0A5P9QD35|831|g__Luteimicrobium.s__Luteimicrobium_species	DL-endopeptidase_UniRef100_A0A5P9QD35|831|g__Luteimicrobium.s__Luteimicrobium_species
DL-endopeptidase_UniRef100_A0A5P9QD35|831|g__Luteimicrobium.s__Luteimicrobium_species	DL-endopeptidase_UniRef100_A0A168FWE9|780|g__Isoptericola.s__Isoptericola_species
DL-endopeptidase_UniRef100_A0A829ZIN9|1272|g__Lactobacillaceae.s__Lactobacillaceae_species	DL-endopeptidase_UniRef100_A0A829ZIN9|1272|g__Lactobacillaceae.s__Lactobacillaceae_species
DL-endopeptidase_UniRef100_A0A1E3L7B8|1434|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A1E3L7B8|1434|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A6F9XLF6|1392|g__Ligilactobacillus.s__Ligilactobacillus_species	DL-endopeptidase_UniRef100_A0A6F9XLF6|1392|g__Ligilactobacillus.s__Ligilactobacillus_species
DL-endopeptidase_UniRef100_A0A6F9XLF6|1392|g__Ligilactobacillus.s__Ligilactobacillus_species	DL-endopeptidase_UniRef100_A0A6F9Y850|1350|g__Ligilactobacillus.s__Ligilactobacillus_species
DL-endopeptidase_UniRef100_A0A6F9XLF6|1392|g__Ligilactobacillus.s__Ligilactobacillus_species	DL-endopeptidase_UniRef100_A0A6F9YP23|1392|g__Ligilactobacillus.s__Ligilactobacillus_species
DL-endopeptidase_UniRef100_A0A6F9XLF6|1392|g__Ligilactobacillus.s__Ligilactobacillus_species	DL-endopeptidase_UniRef100_A0A829ZMP2|1311|g__Lactobacillaceae.s__Lactobacillaceae_species
DL-endopeptidase_UniRef100_A0A024Q7X5|1038|g__Virgibacillus.s__Virgibacillus_species	DL-endopeptidase_UniRef100_A0A024Q7X5|1038|g__Virgibacillus.s__Virgibacillus_species
DL-endopeptidase_UniRef100_A0A024Q7X5|1038|g__Virgibacillus.s__Virgibacillus_species	DL-endopeptidase_UniRef100_A0A806TQ60|1011|g__Priestia.s__Priestia_species
DL-endopeptidase_UniRef100_A0A024Q7X5|1038|g__Virgibacillus.s__Virgibacillus_species	DL-endopeptidase_UniRef100_A0A090YKG8|1002|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A024Q7X5|1038|g__Virgibacillus.s__Virgibacillus_species	DL-endopeptidase_UniRef100_J8IMQ4|999|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A024Q7X5|1038|g__Virgibacillus.s__Virgibacillus_species	DL-endopeptidase_UniRef100_Q736M3|999|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A024Q7X5|1038|g__Virgibacillus.s__Virgibacillus_species	DL-endopeptidase_UniRef100_A0A1Y6AJR7|999|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A024Q7X5|1038|g__Virgibacillus.s__Virgibacillus_species	DL-endopeptidase_UniRef100_A0A1Y6AWI1|999|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A024Q7X5|1038|g__Virgibacillus.s__Virgibacillus_species	DL-endopeptidase_UniRef100_A0A2P0HF70|999|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A024Q7X5|1038|g__Virgibacillus.s__Virgibacillus_species	DL-endopeptidase_UniRef100_A0A1B1L6V9|999|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A024Q7X5|1038|g__Virgibacillus.s__Virgibacillus_species	DL-endopeptidase_UniRef100_A0A2S9XVU2|999|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A0P8W459|744|g__Oxobacter.s__Oxobacter_species	DL-endopeptidase_UniRef100_A0A0P8W459|744|g__Oxobacter.s__Oxobacter_species
DL-endopeptidase_UniRef100_A0A151AKB7|888|g__Clostridium.s__Clostridium_species	DL-endopeptidase_UniRef100_A0A151AKB7|888|g__Clostridium.s__Clostridium_species
DL-endopeptidase_UniRef100_A0A1C5KNM7|1551|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A1C5KNM7|1551|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C5KNM7|1551|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A4U8Q2P8|636|g__Robinsoniella.s__Robinsoniella_species
DL-endopeptidase_UniRef100_A0A1C5VQP2|1017|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A1C5VQP2|1017|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C6KPN5|1236|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A1C6KPN5|1236|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1V4SPK4|924|g__Ruminiclostridium.s__Ruminiclostridium_species	DL-endopeptidase_UniRef100_A0A1V4SPK4|924|g__Ruminiclostridium.s__Ruminiclostridium_species
DL-endopeptidase_UniRef100_A0A1V6B291|786|g__Candidatus.s__Candidatus_species	DL-endopeptidase_UniRef100_A0A1V6B291|786|g__Candidatus.s__Candidatus_species
DL-endopeptidase_UniRef100_A0A378MH08|879|g__Listeria.s__Listeria_species	DL-endopeptidase_UniRef100_A0A378MH08|879|g__Listeria.s__Listeria_species
DL-endopeptidase_UniRef100_R5E8N9|930|g__Clostridium.s__Clostridium_species	DL-endopeptidase_UniRef100_R5E8N9|930|g__Clostridium.s__Clostridium_species
DL-endopeptidase_UniRef100_UPI0001CF73DB|1302|g__Desulfovibrio.s__Desulfovibrio_species	DL-endopeptidase_UniRef100_UPI0001CF73DB|1302|g__Desulfovibrio.s__Desulfovibrio_species
DL-endopeptidase_UniRef100_A0A328N7T9|570|g__Micromonospora.s__Micromonospora_species	DL-endopeptidase_UniRef100_A0A328N7T9|570|g__Micromonospora.s__Micromonospora_species
DL-endopeptidase_UniRef100_A0A328N7T9|570|g__Micromonospora.s__Micromonospora_species	DL-endopeptidase_UniRef100_A0A328NGX8|570|g__Micromonospora.s__Micromonospora_species
DL-endopeptidase_UniRef100_A0A3D0KMZ9|831|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A3D0KMZ9|831|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A3A9GL57|894|g__bacterium.s__bacterium_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A316P6S0|900|g__Clostridia.s__Clostridia_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A3D0Z3Q4|900|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A970FUE6|900|g__Clostridiales.s__Clostridiales_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A357WRL2|900|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A970N7P1|900|g__Clostridiales.s__Clostridiales_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A1V5S595|900|g__Firmicutes.s__Firmicutes_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A3D5TKR5|924|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A928PTA1|894|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A926HT18|912|g__Yeguia.s__Yeguia_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A928KLG5|939|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A3C0X2P4|900|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A3D1HXW2|900|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A3D2A9H6|900|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A1C5YFQ8|960|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A7VT68|921|g__[Clostridium].s__[Clostridium]_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A7C7AQD7|912|g__Clostridiales.s__Clostridiales_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A3D0NTZ4|903|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A355TWJ6|891|g__Ruminococcus.s__Ruminococcus_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A3C1CVP8|771|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A2N0UI41|891|g__Ruminococcus.s__Ruminococcus_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A2N0UYX4|891|g__Ruminococcus.s__Ruminococcus_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A3D2QTT4|891|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A1C6HWL1|891|g__Ruminococcus.s__Ruminococcus_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A373KNM1|891|g__Ruminococcus.s__Ruminococcus_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A373KS91|891|g__Ruminococcus.s__Ruminococcus_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A374N0C0|891|g__Ruminococcus.s__Ruminococcus_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A374UMR1|891|g__Eubacterium.s__Eubacterium_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A412DTU4|891|g__Ruminococcus.s__Ruminococcus_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A412L9N7|891|g__Ruminococcus.s__Ruminococcus_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A3D2HNQ3|891|g__Ruminococcus.s__Ruminococcus_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A3D0X651|753|g__Ruminococcus.s__Ruminococcus_species
DL-endopeptidase_UniRef100_A0A928K5J0|1014|g__Oscillospiraceae.s__Oscillospiraceae_species	DL-endopeptidase_UniRef100_A0A970U5P3|900|g__Clostridiales.s__Clostridiales_species
DL-endopeptidase_UniRef100_A0A0U5ATN0|1224|g__Aneurinibacillus.s__Aneurinibacillus_species	DL-endopeptidase_UniRef100_A0A0U5ATN0|1224|g__Aneurinibacillus.s__Aneurinibacillus_species
DL-endopeptidase_UniRef100_A0A0U5ATN0|1224|g__Aneurinibacillus.s__Aneurinibacillus_species	DL-endopeptidase_UniRef100_A0A0D1WDC9|1221|g__Aneurinibacillus.s__Aneurinibacillus_species
DL-endopeptidase_UniRef100_A0A0U5ATN0|1224|g__Aneurinibacillus.s__Aneurinibacillus_species	DL-endopeptidase_UniRef100_U1WU05|1221|g__Aneurinibacillus.s__Aneurinibacillus_species
DL-endopeptidase_UniRef100_A0A0U5ATN0|1224|g__Aneurinibacillus.s__Aneurinibacillus_species	DL-endopeptidase_UniRef100_A0A1G8D0L4|1206|g__Aneurinibacillus.s__Aneurinibacillus_species
DL-endopeptidase_UniRef100_A0A0U5ATN0|1224|g__Aneurinibacillus.s__Aneurinibacillus_species	DL-endopeptidase_UniRef100_A0A4R3KK00|1194|g__Tepidibacillus.s__Tepidibacillus_species
DL-endopeptidase_UniRef100_A0A162TRS5|1113|g__Clostridium.s__Clostridium_species	DL-endopeptidase_UniRef100_A0A162TRS5|1113|g__Clostridium.s__Clostridium_species
